model,toy3rrr100,toy3sss100scale_ban,toy3sss100scale_abp
toy3rrr100,0.0000,0.0020,0.0295
toy3sss100scale_ban,0.0355,0.0000,0.0775
toy3sss100scale_abp,0.3405,0.2545,0.0035
