model,toy3rrr100,toy3sss100scale_ban,toy3sss100scale_abp
toy3rrr100,0.0745,0.1160,0.2915
toy3sss100scale_ban,0.4480,0.2830,0.5360
toy3sss100scale_abp,0.7645,0.6980,0.6205
