model,toy3rrr100,toy3sss100scale_ban,toy3sss100scale_abp
toy3rrr100,0.0070,0.1280,0.1540
toy3sss100scale_ban,0.1980,0.0210,0.2280
toy3sss100scale_abp,0.5155,0.5185,0.0285
