model,toy3rrr100,toy3sss100scale_ban,toy3sss100scale_abp
toy3rrr100,0.0575,0.2000,0.3145
toy3sss100scale_ban,0.4775,0.0580,0.4985
toy3sss100scale_abp,0.7730,0.7465,0.1660
