model,toy3rrr100,toy3sss100scale_ban,toy3sss100scale_abp
toy3rrr100,0.0000,0.0130,0.0380
toy3sss100scale_ban,0.0285,0.0000,0.0460
toy3sss100scale_abp,0.3230,0.2800,0.0000
