model,toy3rrr100,toy3sss100scale_ban,toy3sss100scale_abp
toy3rrr100,0.0020,0.0105,0.0925
toy3sss100scale_ban,0.0475,0.0020,0.1045
toy3sss100scale_abp,0.4970,0.3505,0.0065
