model,toy3rrr100,toy3sss100scale_ban,toy3sss100scale_abp
toy3rrr100,0.0415,0.2045,0.3295
toy3sss100scale_ban,0.3030,0.0820,0.4060
toy3sss100scale_abp,0.7385,0.7145,0.1400
