model,toy3rrr100,toy3sss100scale_ban,toy3sss100scale_abp
toy3rrr100,0.0505,0.1575,0.3975
toy3sss100scale_ban,0.4535,0.0430,0.5725
toy3sss100scale_abp,0.7720,0.6960,0.1550
