model,toy3rrr100,toy3sss100scale_ban,toy3sss100scale_abp
toy3rrr100,0.2605,0.4510,0.5780
toy3sss100scale_ban,0.5985,0.5395,0.6805
toy3sss100scale_abp,0.9060,0.8865,0.8225
