model,mlpbcebp,mlpbceban,mlp01scd,mlpbcescd
mlpbcebp,0.0010,0.0035,0.6870,0.0190
mlpbceban,0.0065,0.0005,0.7055,0.0290
mlp01scd,0.8450,0.8040,0.3170,0.7560
mlpbcescd,0.1975,0.1955,0.6595,0.0025
