model,toy3rrr100,toy3sss100scale_ban,toy3sss100scale_abp
toy3rrr100,0.0100,0.0225,0.0985
toy3sss100scale_ban,0.1505,0.0070,0.2130
toy3sss100scale_abp,0.5585,0.4405,0.0285
