model,toy3rrr100,toy3sss100scale_ban,toy3sss100scale_abp
toy3rrr100,0.4050,0.5410,0.5985
toy3sss100scale_ban,0.7075,0.5905,0.7045
toy3sss100scale_abp,0.9105,0.8750,0.8300
