model,mlpbcebp,mlpbceban,mlp01scd,mlpbcescd
mlpbcebp,0.0105,0.0160,0.7035,0.0540
mlpbceban,0.0365,0.0145,0.6915,0.0790
mlp01scd,0.8685,0.8290,0.3995,0.8220
mlpbcescd,0.4330,0.3790,0.7570,0.1900
