model,toy3rrr100,toy3sss100scale_ban,toy3sss100scale_abp
toy3rrr100,0.0190,0.0710,0.2050
toy3sss100scale_ban,0.2255,0.0200,0.3355
toy3sss100scale_abp,0.6535,0.5695,0.0870
