model,toy3rrr100,toy3sss100scale_ban,toy3sss100scale_abp
toy3rrr100,0.2505,0.3640,0.5270
toy3sss100scale_ban,0.7375,0.5515,0.7740
toy3sss100scale_abp,0.9100,0.8920,0.8395
