model,toy3rrr100,toy3sss100scale_ban,toy3sss100scale_abp
toy3rrr100,0.0685,0.2575,0.3625
toy3sss100scale_ban,0.3865,0.1025,0.4130
toy3sss100scale_abp,0.7330,0.6865,0.1505
