model,toy3rrr100,toy3sss100scale_ban,toy3sss100scale_abp
toy3rrr100,0.0215,0.0860,0.2365
toy3sss100scale_ban,0.3770,0.0095,0.4425
toy3sss100scale_abp,0.6650,0.5775,0.0620
