model,toy3rrr100,toy3sss100scale_ban,toy3sss100scale_abp
toy3rrr100,0.1565,0.2630,0.4465
toy3sss100scale_ban,0.5220,0.3195,0.5890
toy3sss100scale_abp,0.7795,0.7615,0.6700
