model,toy3rrr100,toy3sss100scale_ban,toy3sss100scale_abp
toy3rrr100,0.2465,0.4085,0.5510
toy3sss100scale_ban,0.6945,0.5505,0.7295
toy3sss100scale_abp,0.8370,0.8365,0.7615
