model,toy3rrr100,toy3sss100scale_ban,toy3sss100scale_abp
toy3rrr100,0.2225,0.3690,0.6115
toy3sss100scale_ban,0.6925,0.5035,0.7605
toy3sss100scale_abp,0.8580,0.8485,0.7765
