model,toy3rrr100,toy3sss100scale_ban,toy3sss100scale_abp
toy3rrr100,0.0115,0.0535,0.1140
toy3sss100scale_ban,0.1095,0.0130,0.1695
toy3sss100scale_abp,0.5295,0.4840,0.0340
