model,toy3rrr100,toy3sss100scale_ban,toy3sss100scale_abp
toy3rrr100,0.1105,0.2930,0.3185
toy3sss100scale_ban,0.4455,0.2145,0.4360
toy3sss100scale_abp,0.8280,0.8035,0.1590
