model,mlpbcebp,mlpbceban,mlp01scd,mlpbcescd
mlpbcebp,0.0095,0.0100,0.7070,0.0360
mlpbceban,0.0290,0.0185,0.6965,0.0675
mlp01scd,0.8380,0.8085,0.4270,0.7710
mlpbcescd,0.3765,0.3480,0.7145,0.1255
