model,toy3rrr100,toy3sss100scale_ban,toy3sss100scale_abp
toy3rrr100,0.0130,0.0680,0.2340
toy3sss100scale_ban,0.2365,0.0070,0.3340
toy3sss100scale_abp,0.6335,0.5470,0.0765
