model,toy3rrr100,toy3sss100scale_ban,toy3sss100scale_abp
toy3rrr100,0.4045,0.5880,0.6290
toy3sss100scale_ban,0.6795,0.5705,0.7110
toy3sss100scale_abp,0.9020,0.8945,0.8205
