model,mlpbcebp,mlpbceban,mlp01scd,mlpbcescd
mlpbcebp,0.0080,0.0155,0.6540,0.0615
mlpbceban,0.0375,0.0250,0.6240,0.1070
mlp01scd,0.8675,0.8135,0.4110,0.8915
mlpbcescd,0.4655,0.4420,0.7570,0.2825
