model,toy3rrr100,toy3sss100scale_ban,toy3sss100scale_abp
toy3rrr100,0.2545,0.4130,0.5620
toy3sss100scale_ban,0.7010,0.5710,0.7685
toy3sss100scale_abp,0.8720,0.8915,0.8175
