model,toy3rrr100,toy3sss100scale_ban,toy3sss100scale_abp
toy3rrr100,0.2785,0.4690,0.5645
toy3sss100scale_ban,0.7605,0.6200,0.7855
toy3sss100scale_abp,0.8955,0.8855,0.8075
