model,toy3rrr100,toy3sss100scale_ban,toy3sss100scale_abp
toy3rrr100,0.1185,0.2945,0.3710
toy3sss100scale_ban,0.4655,0.1380,0.4410
toy3sss100scale_abp,0.8315,0.7845,0.2315
