model,toy3rrr100,toy3sss100scale_ban,toy3sss100scale_abp
toy3rrr100,0.0225,0.0905,0.2190
toy3sss100scale_ban,0.1605,0.0985,0.2775
toy3sss100scale_abp,0.5635,0.5065,0.3590
