model,toy3rrr100,toy3sss100scale_ban,toy3sss100scale_abp
toy3rrr100,0.0235,0.0820,0.2830
toy3sss100scale_ban,0.2320,0.0275,0.3905
toy3sss100scale_abp,0.7035,0.6540,0.0890
