model,toy3rrr100,toy3sss100scale_ban,toy3sss100scale_abp
toy3rrr100,0.0035,0.0210,0.0785
toy3sss100scale_ban,0.0400,0.0030,0.1045
toy3sss100scale_abp,0.3800,0.3105,0.0050
