5,10,20
0.5769,0.5795,0.583
0.6048,0.5928,0.5947
0.6077,0.6406,0.6419
0.6341,0.6611,0.6623
0.6612,0.6838,0.6854
0.6763,0.6969,0.7001
0.6815,0.7033,0.7052
0.6854,0.705,0.7069
0.6871,0.7079,0.7089
0.6912,0.7093,0.7111
0.6914,0.7091,0.7121
0.6921,0.7087,0.7124
0.6982,0.7121,0.7174
0.7024,0.7135,0.7193
0.7065,0.7140000000000001,0.7199
0.7065,0.7142,0.7207
0.7073,0.7143,0.7201
0.7082,0.7145,0.7213
0.7084,0.7158,0.7213
0.7088,0.7157,0.7213
0.7094,0.7199,0.7235
0.7187,0.7252,0.7267
0.7239,0.7311,0.733
0.7297,0.7312,0.7336
0.7309,0.737,0.7386
0.7339,0.738,0.7394
0.7349,0.7399,0.7416
0.7351,0.7408,0.7427
0.7359,0.7408,0.7433
0.7378,0.7419,0.7457
0.7398,0.7431,0.7487
0.7403,0.7457,0.7498
0.7403,0.7466,0.7525
0.7423,0.7506,0.7545
0.7429,0.7507,0.754
0.7443,0.7502,0.7542
0.7455,0.7542,0.7558
0.7459,0.7548,0.7566
0.7481,0.7575,0.76
0.7476,0.7581,0.7603
0.7488,0.7591,0.7618
0.7492,0.7589,0.7623
0.7490000000000001,0.7607,0.7622
0.7493,0.7609,0.7623
0.75,0.7606,0.7636
0.7509999999999999,0.7608,0.764
0.7515,0.7608,0.765
0.7513,0.7614,0.7655
0.7513,0.7614,0.7649
0.7529,0.7617,0.7654
0.7535,0.7617,0.7655
0.755,0.7633,0.7668
0.7559,0.7651,0.769
0.7559999999999999,0.7652,0.7689
0.7566,0.7661,0.7698
0.7572,0.7676,0.7703
0.7574,0.7678,0.7701
0.7594,0.7686,0.7709
0.7598,0.7694,0.7712
0.7603,0.7697,0.7727
0.7606,0.7697,0.7733
0.7616,0.7706,0.7738
0.7616,0.7714,0.7749
0.7716,0.7719,0.7769
0.7719,0.772,0.777
0.7719,0.7724,0.7775
0.7715,0.7755,0.7778
0.7717,0.7756,0.7777
0.772,0.7755,0.7776
0.772,0.7756,0.7781
0.7724,0.7759999999999999,0.7787
0.7726,0.7785,0.7785
0.774,0.7787,0.7792
0.775,0.7792,0.78
0.7752,0.7796,0.7808
0.777,0.7799,0.7809
0.7782,0.7813,0.7816
0.7783,0.7821,0.7821
0.7786,0.7821,0.7826
0.7789,0.7821,0.7829999999999999
0.7797,0.7838,0.7849
0.7814,0.7842,0.7855
0.7815,0.7845,0.7857
0.7821,0.7851,0.7856
0.7818,0.7852,0.7872
0.7811,0.7858,0.7872
0.7818,0.7859999999999999,0.7874
0.7831,0.7859,0.7875
0.7831,0.7862,0.7876
0.7846,0.7876,0.7888
0.7853,0.7876,0.7889
0.7854,0.7879999999999999,0.7895
0.7859,0.7887,0.7915
0.7868,0.7893,0.7917
0.7886,0.7911,0.7933
0.7909999999999999,0.7928,0.7929999999999999
0.7914,0.7929,0.7934
0.7929,0.7932,0.7959999999999999
0.7932,0.7937,0.7961
0.7938,0.7934,0.7967
0.7934,0.7935,0.7967
0.7947,0.7938,0.7968
0.7953,0.7939,0.7967
0.7957,0.7941,0.7972
0.7948,0.7948,0.7984
0.7958,0.7951,0.7992
0.7959999999999999,0.7951,0.7994
0.7966,0.7952,0.8001
0.7964,0.7957,0.8001
0.7966,0.7956,0.8001
0.7966,0.7962,0.8006
0.797,0.7961,0.8003
0.7973,0.7962,0.8004
0.7982,0.7962,0.8013
0.7989,0.7962,0.8016
0.8,0.7974,0.8039
0.7998,0.7975,0.8039
0.8001,0.7974,0.8042
0.8003,0.7974,0.8041
0.8004,0.7972,0.804
0.8013,0.7971,0.8042
0.8012,0.7972,0.804
0.8018,0.7969,0.8047
0.8027,0.7971,0.8046
0.8029999999999999,0.7975,0.8045
0.8036,0.7976,0.8045
0.8033,0.7978,0.8054
0.8034,0.7979999999999999,0.8056
0.804,0.799,0.8076
0.8044,0.7987,0.8081
0.8048,0.799,0.8095
0.8048,0.7993,0.8098
0.8051,0.7996,0.8101
0.805,0.7999,0.8115
0.8047,0.8002,0.8114
0.8047,0.8002,0.8113
0.8055,0.8022,0.8119
0.8064,0.8024,0.8128
0.8065,0.8023,0.8134
0.8066,0.8021,0.8136
0.8065,0.8029999999999999,0.8143
0.8082,0.8032,0.8142
0.8093,0.8034,0.8143
0.8092,0.8033,0.8151
0.8089,0.8036,0.8142
0.809,0.8044,0.815
0.8095,0.8051,0.8163
0.8105,0.8059999999999999,0.8164
0.8101,0.8064,0.8170000000000001
0.8105,0.8064,0.8167
0.8117,0.8065,0.8173
0.8117,0.8068,0.8187
0.812,0.8084,0.8188
0.8140000000000001,0.8087,0.8196
0.815,0.809,0.82
0.8145,0.8097,0.8205
0.8157,0.8094,0.8207
0.8163,0.81,0.821
0.8166,0.8101,0.821
0.8168,0.8103,0.8213
0.8168,0.8105,0.8215
0.8167,0.8108,0.8215
0.8170000000000001,0.8095,0.8220000000000001
0.8171,0.8111,0.8220000000000001
0.8172,0.8112,0.8227
0.8176,0.8116,0.8224
0.8186,0.8122,0.8233
0.8182,0.812,0.8238
0.8182,0.8109999999999999,0.8213
0.8184,0.8106,0.8231
0.8197,0.8119,0.8226
0.8202,0.8109999999999999,0.8229
0.8204,0.812,0.8231
0.8203,0.8119,0.8228
0.8193,0.8127,0.8222
0.8199,0.8126,0.8204
0.8201,0.8136,0.8204
0.8195,0.8128,0.8208
0.82,0.8137,0.8225
0.82,0.8140000000000001,0.8213
0.8205,0.8146,0.8216
0.8203,0.8149,0.8224
0.8209,0.8151,0.8223
0.8203,0.8152,0.8238
0.8211,0.8158,0.8238
0.8211,0.8174,0.8244
0.8216,0.8170000000000001,0.8241
0.8219,0.8171,0.8243
0.8215,0.8170000000000001,0.8221
0.8220000000000001,0.8173,0.8220000000000001
0.8224,0.8176,0.8224
0.8213,0.818,0.8222
0.8214,0.8190000000000001,0.8252
0.8216,0.8192,0.8245
0.8216,0.8191,0.8238
0.8225,0.8193,0.8244
0.8227,0.8191,0.8243
0.8220000000000001,0.8190000000000001,0.825
0.8225,0.8186,0.8246
0.823,0.8185,0.8262
0.8240000000000001,0.8186,0.8265
0.8240000000000001,0.8187,0.8267
0.8240000000000001,0.8184,0.8267
0.8239,0.8188,0.8265
0.825,0.8193,0.8267
0.8254,0.8194,0.8269
0.8251,0.8203,0.8270000000000001
0.8252,0.8206,0.8274
0.8251,0.8207,0.8262
0.8249,0.8207,0.8277
0.8251,0.8209,0.8279
0.8254,0.8208,0.8276
0.8253,0.8211,0.8282
0.8254,0.8211,0.8284
0.8269,0.8209,0.8281
0.8254,0.8208,0.828
0.8257,0.8209,0.8276
0.8274,0.8203,0.8283
0.8259,0.8205,0.8279
0.8245,0.8206,0.8290000000000001
0.8266,0.8212,0.8289
0.8252,0.8215,0.8291
0.8284,0.8216,0.8297
0.8284,0.8229,0.8289
0.8288,0.8226,0.8303
0.8284,0.8224,0.8306
0.8284,0.8226,0.8307
0.8283,0.8227,0.8308
0.828,0.8234,0.8307
0.8281,0.8231,0.8309
0.8299,0.8231,0.8309
0.8299,0.8234,0.8318
0.8293,0.8244,0.8312
0.8294,0.8245,0.8315
0.8299,0.8247,0.8321
0.8299,0.8249,0.8319
0.8298,0.8249,0.8319
0.8303,0.825,0.8322
0.8302,0.8253,0.8322
0.8305,0.8254,0.8324
0.8307,0.8256,0.8331
0.8305,0.8255,0.8333
0.8312,0.8257,0.8338
0.8317,0.8257,0.8340000000000001
0.8318,0.8261,0.8341
0.8317,0.8258,0.8340000000000001
0.8315,0.8259,0.8334
0.8313,0.826,0.8336
0.8316,0.8261,0.8332
0.8317,0.8261,0.8331
0.8318,0.8268,0.8336
0.8321,0.8273,0.8309
0.8326,0.8273,0.8335
0.8327,0.8274,0.8326
0.8328,0.8274,0.8333
0.833,0.8276,0.8339
0.833,0.8275,0.8340000000000001
0.833,0.8277,0.8343
0.8329,0.8270000000000001,0.8335
0.8329,0.8278,0.8338
0.8328,0.8282,0.8342
0.8328,0.8282,0.8352
0.8331,0.8281,0.8354
0.8334,0.8282,0.836
0.8333,0.8283,0.8361
0.8334,0.8286,0.836
0.8335,0.8288,0.8364
0.8348,0.8288,0.8363
0.8351,0.8284,0.8368
0.835,0.8283,0.8366
0.8348,0.8286,0.8368
0.835,0.8286,0.8364
0.8352,0.8285,0.8366
0.8353,0.8284,0.8369
0.8356,0.8293,0.8368
0.8358,0.8296,0.8369
0.8361,0.8294,0.8368
0.8362,0.8290000000000001,0.8370000000000001
0.8368,0.8292,0.8365
0.8379,0.8286,0.8365
0.8379,0.8287,0.8365
0.8377,0.8290000000000001,0.8364
0.8374,0.8298,0.8355
0.8374,0.8298,0.8359
0.8377,0.8299,0.8366
0.8379,0.83,0.8367
0.8379,0.8302,0.8368
0.8384,0.8302,0.8371
0.8386,0.8306,0.8371
0.8386,0.8302,0.8371
0.8386,0.83,0.8371
0.8384,0.8302,0.8372
0.8384,0.8303,0.8372
0.8385,0.8303,0.8371
0.838,0.8312,0.8371
0.838,0.8309,0.8370000000000001
0.838,0.8312,0.8373
0.8376,0.8311,0.8376
0.8384,0.8313,0.8376
0.8382,0.8312,0.8376
0.8383,0.8317,0.8382
0.8387,0.8320000000000001,0.838
0.8386,0.8320000000000001,0.8381
0.8392,0.8317,0.838
0.8391,0.8317,0.8383
0.8399,0.8317,0.8381
0.8409,0.8317,0.8375
0.8409,0.8319,0.8378
0.8411,0.8327,0.8379
0.841,0.8326,0.838
0.8413,0.8327,0.8376
0.8413,0.8327,0.8378
0.8413,0.8328,0.838
0.841,0.8321,0.8381
0.841,0.8319,0.8381
0.8403,0.8324,0.838
0.8404,0.8325,0.8379
0.8404,0.8327,0.8379
0.8402,0.8331,0.838
0.8402,0.8332,0.8384
0.8407,0.8333,0.8385
0.8406,0.8343,0.8390000000000001
0.8409,0.8343,0.8389
0.841,0.8343,0.8392
0.8411,0.8344,0.8393
0.8411,0.8344,0.84
0.8413,0.8348,0.8401
0.8416,0.8337,0.8402
0.8416,0.8347,0.8402
0.8418,0.8352,0.8401
0.8418,0.8351,0.8398
0.8419,0.8349,0.84
0.8419,0.8352,0.8401
0.8417,0.8346,0.8397
0.8406,0.8348,0.84
0.8423,0.8348,0.84
0.8415,0.8349,0.8399
0.8417,0.835,0.8396
0.8396,0.8351,0.8397
0.8406,0.8351,0.8397
0.8405,0.8347,0.8396
0.8405,0.8351,0.8397
0.8407,0.8353,0.8393
0.8409,0.8352,0.8393
0.841,0.8354,0.8391
0.8416,0.8358,0.8391
0.8423,0.835,0.8387
0.8418,0.8356,0.8394
0.8424,0.8358,0.8396
0.8426,0.8352,0.84
0.8432,0.8357,0.84
0.8433,0.8356,0.8401
0.8434,0.8357,0.8405
0.8439,0.8358,0.8408
0.8442,0.8358,0.8406
0.8447,0.8364,0.8406
0.8448,0.8365,0.8404
0.845,0.8362,0.8404
0.8456,0.8367,0.8409
0.8459,0.8367,0.8411
0.8468,0.8368,0.8411
0.8469,0.8369,0.8412
0.8467,0.8368,0.8416
0.8468,0.8370000000000001,0.8419
0.8471,0.8377,0.8422
0.8471,0.8376,0.8423
0.8479,0.838,0.8428
0.848,0.8382,0.8429
0.8476,0.8382,0.8432
0.8473,0.8382,0.8433
0.8475,0.8381,0.8433
0.8479,0.8388,0.8432
0.8472,0.8384,0.8434
0.8474,0.8379,0.8436
0.8475,0.8383,0.8437
0.8475,0.8383,0.8435
0.8475,0.8388,0.8440000000000001
0.8476,0.8391,0.8439
0.8479,0.8401,0.8440000000000001
0.8491,0.8402,0.8440000000000001
0.8485,0.84,0.8439
0.8489,0.8396,0.8437
0.8488,0.8397,0.8441
0.8488,0.8398,0.8442
0.8492,0.8399,0.8442
0.8485,0.8396,0.8442
0.8481,0.8398,0.8435
0.8491,0.8397,0.8437
