""
epoch,train_acc,test_acc
1,0.6501,0.638
2,0.7182,0.7295
3,0.7566,0.7635
4,0.7727,0.7665
5,0.785,0.7465
6,0.7904,0.7705
7,0.7931,0.785
8,0.802,0.7835
9,0.8091,0.7775
10,0.8081,0.7875
11,0.8108,0.792
12,0.8145,0.779
13,0.8232,0.7755
14,0.8211,0.784
15,0.8225,0.787
16,0.822,0.804
17,0.8278,0.793
18,0.8277,0.802
19,0.8248,0.79
20,0.8301,0.793
21,0.8414,0.8065
22,0.8398,0.8075
23,0.8352,0.809
24,0.8424,0.7955
25,0.8422,0.763
26,0.8459,0.776
27,0.8428,0.7955
28,0.8563,0.803
29,0.8471,0.8125
30,0.8499,0.816
31,0.8555,0.807
32,0.859,0.7925
33,0.8592,0.758
34,0.8501,0.807
35,0.8531,0.7955
36,0.8646,0.7605
37,0.8591,0.822
38,0.8503,0.807
39,0.8697,0.791
40,0.8557,0.82
41,0.865,0.7905
42,0.8668,0.814
43,0.8675,0.8045
44,0.8664,0.798
45,0.8729,0.8125
46,0.8725,0.7825
47,0.8665,0.8115
48,0.877,0.806
49,0.8691,0.8185
50,0.8809,0.8135
51,0.8751,0.8005
52,0.8816,0.8135
53,0.8768,0.7855
54,0.8783,0.7805
55,0.8807,0.8125
56,0.873,0.812
57,0.8782,0.75
58,0.8784,0.803
59,0.876,0.8015
60,0.8901,0.8115
61,0.8923,0.81
62,0.8819,0.801
63,0.8847,0.8085
64,0.8809,0.8125
65,0.892,0.8135
66,0.8848,0.808
67,0.8911,0.802
68,0.8967,0.8095
69,0.8914,0.816
70,0.8951,0.8105
71,0.893,0.8135
72,0.8975,0.807
73,0.9012,0.793
74,0.8925,0.81
75,0.8907,0.8095
76,0.8911,0.7835
77,0.8997,0.807
78,0.8899,0.8105
79,0.9057,0.796
80,0.9004,0.8065
81,0.8981,0.8105
82,0.9009,0.813
83,0.8976,0.8135
84,0.9029,0.813
85,0.9086,0.7985
86,0.9012,0.8065
87,0.908,0.7545
88,0.9035,0.803
89,0.911,0.806
90,0.9156,0.806
91,0.9041,0.8165
92,0.914,0.807
93,0.9156,0.776
94,0.9152,0.7875
95,0.9132,0.8075
96,0.9069,0.8135
97,0.9131,0.8135
98,0.8981,0.8095
99,0.9156,0.809
100,0.9093,0.811
101,0.9177,0.81
102,0.9151,0.803
103,0.9179,0.8095
104,0.9219,0.8095
105,0.9132,0.804
106,0.9098,0.8045
107,0.9102,0.8135
108,0.9096,0.794
109,0.9306,0.8035
110,0.9295,0.8105
111,0.912,0.792
112,0.9196,0.7665
113,0.925,0.802
114,0.9342,0.803
115,0.9138,0.7795
116,0.9163,0.806
117,0.9274,0.7885
118,0.9239,0.8
119,0.8892,0.7895
120,0.9225,0.8
121,0.924,0.805
122,0.9122,0.807
123,0.9138,0.7955
124,0.935,0.8055
125,0.9332,0.7895
126,0.9309,0.8035
127,0.9336,0.8035
128,0.9318,0.8035
129,0.9094,0.7635
130,0.9251,0.799
131,0.9276,0.8005
132,0.9181,0.8005
133,0.9376,0.8065
134,0.9158,0.7935
135,0.9302,0.794
136,0.9335,0.8035
137,0.9343,0.8035
138,0.9407,0.785
139,0.9173,0.7885
140,0.9292,0.79
141,0.9192,0.781
142,0.937,0.79
143,0.9339,0.806
144,0.9438,0.803
145,0.9328,0.8045
146,0.931,0.795
147,0.9341,0.798
148,0.9378,0.798
149,0.9377,0.7885
150,0.948,0.7995
151,0.9359,0.7825
152,0.917,0.802
153,0.9462,0.802
154,0.9189,0.7885
155,0.9396,0.8065
156,0.9079,0.7815
157,0.9317,0.7915
158,0.9442,0.8085
159,0.9462,0.796
160,0.9227,0.78
161,0.9394,0.788
162,0.9397,0.7755
163,0.9474,0.8085
164,0.942,0.7465
165,0.9418,0.807
166,0.9451,0.8055
167,0.9542,0.7985
168,0.9406,0.789
169,0.9351,0.8015
170,0.9368,0.8055
171,0.9532,0.803
172,0.9547,0.764
173,0.9458,0.8055
174,0.8825,0.768
175,0.8906,0.7925
176,0.9088,0.798
177,0.9143,0.79
178,0.9106,0.7915
179,0.9177,0.789
180,0.9336,0.7995
181,0.9141,0.7935
182,0.9199,0.7955
183,0.929,0.7955
184,0.9365,0.7945
185,0.9258,0.8005
186,0.9414,0.8045
187,0.9294,0.8065
188,0.8915,0.7825
189,0.9269,0.802
190,0.9356,0.802
191,0.9329,0.7915
192,0.9454,0.7805
193,0.9378,0.803
194,0.9355,0.7925
195,0.9267,0.7885
196,0.9262,0.806
197,0.9453,0.791
198,0.9357,0.8005
199,0.9389,0.8015
200,0.9452,0.803
