""
epoch,train_acc,test_acc
1,0.5783,0.619
2,0.6581,0.6635
3,0.6778,0.665
4,0.6879,0.6815
5,0.6955,0.683
6,0.7032,0.685
7,0.7097,0.69
8,0.7174,0.689
9,0.7259,0.7025
10,0.7361,0.6925
11,0.7311,0.7125
12,0.7474,0.7335
13,0.7574,0.723
14,0.7542,0.7225
15,0.7614,0.7075
16,0.7617,0.73
17,0.7669,0.734
18,0.7691,0.7305
19,0.7739,0.741
20,0.7713,0.7405
21,0.7758,0.746
22,0.7794,0.7375
23,0.7841,0.739
24,0.7869,0.7395
25,0.7873,0.757
26,0.7897,0.731
27,0.7941,0.7425
28,0.7968,0.7405
29,0.7957,0.7195
30,0.7945,0.746
31,0.804,0.7425
32,0.8006,0.7335
33,0.8002,0.7425
34,0.806,0.727
35,0.8008,0.7195
36,0.8086,0.751
37,0.8116,0.748
38,0.8119,0.7435
39,0.8145,0.747
40,0.8157,0.7335
41,0.8132,0.749
42,0.8199,0.7525
43,0.8174,0.7455
44,0.8229,0.7505
45,0.8211,0.7555
46,0.8235,0.748
47,0.8293,0.7415
48,0.8235,0.7665
49,0.8285,0.7565
50,0.8281,0.7445
51,0.8281,0.7595
52,0.8303,0.7485
53,0.8336,0.752
54,0.8364,0.7575
55,0.8359,0.7585
56,0.8379,0.7525
57,0.8326,0.755
58,0.8335,0.7555
59,0.8362,0.7505
60,0.8348,0.747
61,0.8395,0.752
62,0.8394,0.756
63,0.8442,0.7555
64,0.8413,0.7565
65,0.8412,0.7565
66,0.8469,0.766
67,0.8469,0.744
68,0.844,0.7615
69,0.8482,0.7525
70,0.847,0.7625
71,0.8509,0.764
72,0.857,0.761
73,0.8465,0.7465
74,0.8515,0.7585
75,0.8511,0.758
76,0.8564,0.76
77,0.8571,0.7585
78,0.8585,0.762
79,0.8578,0.755
80,0.8604,0.745
81,0.862,0.7575
82,0.858,0.7605
83,0.8589,0.755
84,0.8536,0.7615
85,0.8567,0.756
86,0.8636,0.756
87,0.8685,0.751
88,0.8666,0.7595
89,0.8666,0.759
90,0.8695,0.754
91,0.8576,0.75
92,0.8662,0.7555
93,0.8712,0.7575
94,0.8651,0.7585
95,0.8584,0.7595
96,0.876,0.753
97,0.8731,0.754
98,0.8653,0.7495
99,0.8759,0.7505
100,0.8766,0.7525
101,0.8788,0.756
102,0.8779,0.7615
103,0.8756,0.7585
104,0.8672,0.7545
105,0.8621,0.761
106,0.8591,0.751
107,0.8652,0.757
108,0.8646,0.765
109,0.8627,0.759
110,0.8654,0.742
111,0.8641,0.746
112,0.8656,0.75
113,0.8725,0.7565
114,0.8719,0.7615
115,0.8726,0.7595
116,0.8692,0.764
117,0.8776,0.764
118,0.8678,0.7615
119,0.868,0.768
120,0.8743,0.75
121,0.8659,0.764
122,0.8794,0.749
123,0.8761,0.7615
124,0.8751,0.759
125,0.8706,0.762
126,0.8746,0.7685
127,0.8784,0.764
128,0.8775,0.7615
129,0.8677,0.761
130,0.8851,0.76
131,0.8853,0.758
132,0.8852,0.7515
133,0.8814,0.7515
134,0.882,0.7565
135,0.8568,0.7515
136,0.8688,0.743
137,0.8648,0.7595
138,0.8657,0.728
139,0.8722,0.748
140,0.8676,0.7465
141,0.8724,0.7545
142,0.8742,0.7565
143,0.8895,0.747
144,0.8906,0.7575
145,0.8905,0.762
146,0.8961,0.769
147,0.8768,0.769
148,0.887,0.7655
149,0.8884,0.7535
150,0.8898,0.7615
151,0.8949,0.7625
152,0.8964,0.7625
153,0.9015,0.7655
154,0.8906,0.7395
155,0.8885,0.765
156,0.8939,0.722
157,0.8932,0.751
158,0.8974,0.77
159,0.9009,0.7455
160,0.896,0.7615
161,0.8867,0.7615
162,0.8965,0.765
163,0.895,0.7665
164,0.9032,0.7525
165,0.887,0.766
166,0.8927,0.771
167,0.905,0.7675
168,0.9025,0.755
169,0.9045,0.7605
170,0.8959,0.76
171,0.9023,0.76
172,0.9063,0.751
173,0.9062,0.758
174,0.9077,0.7675
175,0.9077,0.7545
176,0.8967,0.759
177,0.9074,0.754
178,0.9098,0.749
179,0.9091,0.73
180,0.9015,0.7525
181,0.8967,0.756
182,0.8932,0.734
183,0.8855,0.746
184,0.8918,0.754
185,0.9037,0.757
186,0.9113,0.7535
187,0.9092,0.7585
188,0.9015,0.7555
189,0.9094,0.761
190,0.9018,0.7185
191,0.8972,0.7635
192,0.9121,0.762
193,0.9123,0.7585
194,0.9132,0.758
195,0.909,0.7625
196,0.9122,0.7375
197,0.9146,0.7575
198,0.9192,0.7555
199,0.9189,0.7555
200,0.9158,0.7685
