""
epoch,train_acc,test_acc
1,0.7203,0.7705
2,0.7813,0.791
3,0.8005,0.8005
4,0.8142,0.8115
5,0.8284,0.8205
6,0.835,0.774
7,0.8422,0.832
8,0.8405,0.7985
9,0.854,0.8415
10,0.856,0.839
11,0.8619,0.8415
12,0.8638,0.8475
13,0.8626,0.8285
14,0.8595,0.8065
15,0.8694,0.8435
16,0.8699,0.845
17,0.8707,0.8475
18,0.8697,0.8495
19,0.8734,0.848
20,0.8756,0.847
21,0.8734,0.8535
22,0.8779,0.8555
23,0.8737,0.8555
24,0.8816,0.85
25,0.8819,0.849
26,0.8845,0.849
27,0.8856,0.8545
28,0.8892,0.841
29,0.8847,0.846
30,0.8876,0.8475
31,0.8897,0.856
32,0.8951,0.848
33,0.8948,0.8435
34,0.8922,0.822
35,0.8956,0.8545
36,0.8921,0.8505
37,0.8967,0.804
38,0.8972,0.8175
39,0.8888,0.81
40,0.8965,0.8535
41,0.9022,0.8575
42,0.8949,0.8395
43,0.904,0.86
44,0.9014,0.8485
45,0.901,0.8375
46,0.9063,0.831
47,0.9082,0.8605
48,0.908,0.8605
49,0.9109,0.834
50,0.9119,0.8555
51,0.9166,0.834
52,0.9069,0.857
53,0.9031,0.8485
54,0.9075,0.84
55,0.9096,0.858
56,0.9125,0.844
57,0.9142,0.8575
58,0.9168,0.856
59,0.9156,0.861
60,0.9179,0.851
61,0.9128,0.856
62,0.9184,0.858
63,0.9198,0.863
64,0.9156,0.8525
65,0.9215,0.8595
66,0.9207,0.862
67,0.9228,0.8515
68,0.9161,0.8585
69,0.9262,0.8535
70,0.9302,0.849
71,0.9222,0.861
72,0.9257,0.86
73,0.9242,0.853
74,0.9239,0.8655
75,0.9289,0.862
76,0.9256,0.8485
77,0.9257,0.859
78,0.9291,0.8635
79,0.9312,0.855
80,0.9218,0.8565
81,0.9302,0.8595
82,0.9217,0.8565
83,0.9324,0.8255
84,0.9309,0.848
85,0.9344,0.8195
86,0.9286,0.8575
87,0.9359,0.8555
88,0.9395,0.8595
89,0.9308,0.854
90,0.9383,0.8485
91,0.9251,0.843
92,0.9292,0.859
93,0.9148,0.8565
94,0.9391,0.851
95,0.9402,0.857
96,0.9375,0.856
97,0.9291,0.854
98,0.9305,0.8495
99,0.9427,0.851
100,0.9373,0.8535
101,0.9437,0.8595
102,0.9405,0.8605
103,0.9397,0.841
104,0.9365,0.858
105,0.9458,0.811
106,0.9411,0.8115
107,0.9507,0.8485
108,0.9466,0.843
109,0.9499,0.862
110,0.9462,0.8605
111,0.9515,0.8345
112,0.9482,0.8515
113,0.9004,0.8105
114,0.8915,0.838
115,0.9116,0.842
116,0.9194,0.843
117,0.9242,0.787
118,0.9222,0.8455
119,0.9312,0.8425
120,0.9212,0.8205
121,0.9221,0.8415
122,0.9314,0.838
123,0.9236,0.8395
124,0.9215,0.8385
125,0.9352,0.854
126,0.9317,0.8315
127,0.9304,0.8425
128,0.9324,0.8395
129,0.9321,0.8275
130,0.9283,0.849
131,0.9377,0.822
132,0.9263,0.839
133,0.9399,0.8425
134,0.9365,0.833
135,0.9304,0.8295
136,0.9343,0.8455
137,0.9295,0.811
138,0.9359,0.8365
139,0.9377,0.845
140,0.9357,0.8415
141,0.935,0.8465
142,0.9428,0.84
143,0.9432,0.8485
144,0.9384,0.8465
145,0.9427,0.845
146,0.938,0.843
147,0.9467,0.8415
148,0.907,0.8235
149,0.9268,0.8455
150,0.934,0.847
151,0.9345,0.835
152,0.937,0.836
153,0.9438,0.8465
154,0.944,0.825
155,0.939,0.8365
156,0.9531,0.8485
157,0.9452,0.849
158,0.9428,0.8365
159,0.9501,0.849
160,0.9431,0.849
161,0.937,0.76
162,0.912,0.8445
163,0.9478,0.8365
164,0.947,0.8345
165,0.9528,0.8455
166,0.9535,0.826
167,0.953,0.819
168,0.9499,0.841
169,0.9558,0.8465
170,0.9512,0.836
171,0.9509,0.8425
172,0.95,0.838
173,0.9537,0.8465
174,0.9503,0.8395
175,0.9581,0.8425
176,0.9557,0.853
177,0.9425,0.8475
178,0.959,0.8505
179,0.9571,0.8525
180,0.9623,0.8255
181,0.9605,0.844
182,0.9658,0.8525
183,0.9636,0.844
184,0.9637,0.8435
185,0.9415,0.7925
186,0.8876,0.8075
187,0.9162,0.835
188,0.9143,0.834
189,0.9176,0.8425
190,0.9166,0.8345
191,0.9202,0.8425
192,0.9301,0.8305
193,0.9161,0.8515
194,0.9266,0.8445
195,0.9226,0.84
196,0.9316,0.8415
197,0.9318,0.8495
198,0.9281,0.8335
199,0.9283,0.8455
200,0.9234,0.8355
