""
epoch,train_acc,test_acc
1,0.6051,0.67
2,0.6861,0.7415
3,0.7469,0.7905
4,0.7762,0.8055
5,0.7882,0.8135
6,0.7999,0.828
7,0.8061,0.829
8,0.8122,0.828
9,0.8152,0.8425
10,0.8219,0.833
11,0.8295,0.8425
12,0.8329,0.823
13,0.8323,0.8355
14,0.8387,0.8315
15,0.842,0.8415
16,0.844,0.838
17,0.8439,0.838
18,0.8482,0.839
19,0.8524,0.8265
20,0.8553,0.852
21,0.8554,0.8235
22,0.856,0.831
23,0.8611,0.851
24,0.8614,0.8465
25,0.8645,0.851
26,0.8672,0.8495
27,0.8657,0.852
28,0.872,0.855
29,0.8615,0.8485
30,0.8622,0.8505
31,0.8689,0.855
32,0.8778,0.8355
33,0.8815,0.858
34,0.8769,0.8385
35,0.8797,0.8555
36,0.8827,0.846
37,0.8777,0.8525
38,0.881,0.8325
39,0.8792,0.8585
40,0.8857,0.86
41,0.8849,0.851
42,0.8847,0.858
43,0.889,0.8615
44,0.8864,0.8445
45,0.8931,0.8505
46,0.8838,0.861
47,0.8923,0.859
48,0.8921,0.8475
49,0.8958,0.8655
50,0.8923,0.8565
51,0.8994,0.8665
52,0.9007,0.867
53,0.903,0.8545
54,0.9051,0.8345
55,0.9013,0.8555
56,0.8976,0.834
57,0.9064,0.8645
58,0.9051,0.8445
59,0.9078,0.857
60,0.9023,0.8325
61,0.9073,0.8655
62,0.9108,0.857
63,0.9072,0.858
64,0.9102,0.8595
65,0.9164,0.852
66,0.9123,0.8605
67,0.9147,0.8495
68,0.9125,0.8535
69,0.9172,0.867
70,0.9141,0.858
71,0.9082,0.784
72,0.9154,0.8635
73,0.9201,0.85
74,0.9206,0.866
75,0.9227,0.854
76,0.9223,0.8525
77,0.924,0.8645
78,0.9239,0.8625
79,0.9273,0.8665
80,0.9236,0.8565
81,0.9202,0.862
82,0.9264,0.858
83,0.9276,0.865
84,0.9297,0.8695
85,0.9332,0.8645
86,0.9288,0.8665
87,0.9279,0.861
88,0.9293,0.868
89,0.927,0.8565
90,0.9309,0.862
91,0.9285,0.8595
92,0.9344,0.863
93,0.936,0.869
94,0.9367,0.8505
95,0.9323,0.868
96,0.9431,0.872
97,0.929,0.8675
98,0.9429,0.8585
99,0.9387,0.868
100,0.9339,0.8725
101,0.94,0.863
102,0.9343,0.866
103,0.9429,0.8425
104,0.9388,0.86
105,0.9426,0.8575
106,0.9363,0.8155
107,0.9376,0.85
108,0.9314,0.861
109,0.947,0.863
110,0.9469,0.8635
111,0.9419,0.852
112,0.9497,0.8605
113,0.9467,0.865
114,0.9414,0.8645
115,0.944,0.8655
116,0.9395,0.863
117,0.9461,0.8565
118,0.9377,0.86
119,0.944,0.8695
120,0.949,0.857
121,0.9465,0.8695
122,0.9477,0.8575
123,0.9525,0.861
124,0.9542,0.866
125,0.9522,0.856
126,0.9518,0.8675
127,0.9509,0.8655
128,0.9546,0.8595
129,0.9466,0.836
130,0.9507,0.861
131,0.9584,0.8635
132,0.9562,0.8635
133,0.9488,0.863
134,0.9536,0.868
135,0.9561,0.8565
136,0.9512,0.8615
137,0.9594,0.8645
138,0.9507,0.8255
139,0.9519,0.8645
140,0.9422,0.8625
141,0.9581,0.8545
142,0.9556,0.87
143,0.957,0.867
144,0.9607,0.873
145,0.9617,0.863
146,0.9611,0.866
147,0.9621,0.8675
148,0.9596,0.859
149,0.9592,0.867
150,0.9601,0.8645
151,0.9631,0.8655
152,0.9626,0.859
153,0.9604,0.8615
154,0.955,0.859
155,0.9627,0.8675
156,0.9517,0.856
157,0.959,0.862
158,0.9656,0.859
159,0.9641,0.8635
160,0.962,0.864
161,0.9653,0.8595
162,0.9615,0.8585
163,0.9634,0.8675
164,0.9662,0.8655
165,0.9637,0.8245
166,0.9544,0.844
167,0.9656,0.8735
168,0.9525,0.865
169,0.9273,0.861
170,0.9095,0.781
171,0.929,0.8615
172,0.923,0.86
173,0.9243,0.8465
174,0.9278,0.865
175,0.9331,0.8275
176,0.9314,0.835
177,0.931,0.868
178,0.9384,0.8605
179,0.9322,0.836
180,0.9402,0.87
181,0.9369,0.844
182,0.9286,0.8625
183,0.9361,0.8735
184,0.942,0.8635
185,0.9396,0.8485
186,0.9403,0.857
187,0.9384,0.8665
188,0.9388,0.8515
189,0.9424,0.868
190,0.9504,0.8715
191,0.9342,0.8725
192,0.9547,0.864
193,0.9537,0.8555
194,0.9405,0.8435
195,0.953,0.874
196,0.9448,0.856
197,0.9487,0.8695
198,0.9522,0.8735
199,0.9556,0.8675
200,0.9564,0.8625
