""
epoch,train_acc,test_acc
1,0.7045,0.791
2,0.7982,0.8135
3,0.8064,0.8305
4,0.8213,0.8455
5,0.8295,0.8315
6,0.8387,0.837
7,0.8442,0.8575
8,0.8494,0.8645
9,0.8563,0.8515
10,0.8564,0.86
11,0.8656,0.867
12,0.8601,0.873
13,0.864,0.87
14,0.8719,0.87
15,0.873,0.8785
16,0.8774,0.885
17,0.8829,0.8745
18,0.8806,0.886
19,0.884,0.8755
20,0.8848,0.888
21,0.8911,0.8825
22,0.897,0.884
23,0.8945,0.8875
24,0.8951,0.856
25,0.8969,0.888
26,0.9014,0.89
27,0.8961,0.889
28,0.8969,0.878
29,0.9098,0.8595
30,0.9065,0.889
31,0.8988,0.879
32,0.9092,0.8585
33,0.9124,0.886
34,0.9018,0.878
35,0.9139,0.8935
36,0.9058,0.892
37,0.9138,0.8995
38,0.918,0.896
39,0.9157,0.8935
40,0.9179,0.8665
41,0.9168,0.8765
42,0.9186,0.887
43,0.9151,0.871
44,0.9184,0.8785
45,0.923,0.8815
46,0.9217,0.894
47,0.9226,0.8925
48,0.9243,0.895
49,0.92,0.8855
50,0.9263,0.8865
51,0.9128,0.8825
52,0.9244,0.8925
53,0.9302,0.882
54,0.9256,0.8855
55,0.9295,0.8985
56,0.9227,0.8905
57,0.9292,0.8905
58,0.9347,0.894
59,0.9326,0.8985
60,0.9399,0.87
61,0.9319,0.891
62,0.9409,0.8855
63,0.9232,0.898
64,0.9427,0.894
65,0.9404,0.878
66,0.939,0.8975
67,0.9171,0.867
68,0.924,0.8905
69,0.9346,0.8925
70,0.9393,0.8945
71,0.9375,0.884
72,0.9385,0.888
73,0.9434,0.8945
74,0.9423,0.8695
75,0.9366,0.8605
76,0.9458,0.8915
77,0.9347,0.895
78,0.9427,0.8925
79,0.9434,0.8685
80,0.9446,0.8775
81,0.9502,0.887
82,0.9479,0.8535
83,0.9464,0.879
84,0.939,0.891
85,0.9526,0.89
86,0.944,0.8865
87,0.9495,0.834
88,0.9441,0.883
89,0.9533,0.8925
90,0.9516,0.8855
91,0.9507,0.893
92,0.9528,0.8935
93,0.949,0.8875
94,0.9579,0.891
95,0.9512,0.8905
96,0.9611,0.8915
97,0.9659,0.8905
98,0.9556,0.8845
99,0.9639,0.89
100,0.939,0.871
101,0.9509,0.8945
102,0.9663,0.895
103,0.9678,0.8815
104,0.9551,0.8855
105,0.9691,0.894
106,0.9084,0.878
107,0.9401,0.8685
108,0.9417,0.8775
109,0.9495,0.888
110,0.9329,0.841
111,0.9441,0.8795
112,0.9428,0.89
113,0.9539,0.8555
114,0.946,0.891
115,0.9604,0.886
116,0.9497,0.8055
117,0.9566,0.8855
118,0.923,0.833
119,0.89,0.864
120,0.9104,0.8605
121,0.9178,0.857
122,0.9218,0.8495
123,0.9234,0.882
124,0.9234,0.8825
125,0.926,0.8325
126,0.9306,0.882
127,0.9349,0.8875
128,0.9409,0.8675
129,0.9426,0.8795
130,0.9373,0.8375
131,0.9396,0.8625
132,0.9381,0.876
133,0.9338,0.8875
134,0.9489,0.8785
135,0.9443,0.888
136,0.9433,0.8795
137,0.9439,0.888
138,0.9519,0.8825
139,0.9505,0.8875
140,0.955,0.885
141,0.9556,0.884
142,0.9407,0.87
143,0.9429,0.8825
144,0.9425,0.8745
145,0.9509,0.8585
146,0.956,0.8735
147,0.9492,0.885
148,0.95,0.882
149,0.9616,0.8725
150,0.9637,0.8805
151,0.9498,0.8875
152,0.9656,0.859
153,0.9609,0.8775
154,0.9669,0.8855
155,0.9606,0.879
156,0.9553,0.8545
157,0.9568,0.883
158,0.9704,0.886
159,0.9625,0.8795
160,0.9679,0.8745
161,0.9711,0.887
162,0.9725,0.8865
163,0.9639,0.8825
164,0.9699,0.882
165,0.9708,0.888
166,0.9699,0.8795
167,0.9649,0.8385
168,0.9628,0.873
169,0.9671,0.8765
170,0.9732,0.883
171,0.9659,0.8845
172,0.9728,0.8825
173,0.9402,0.85
174,0.9608,0.879
175,0.9706,0.8825
176,0.9678,0.8665
177,0.9751,0.8685
178,0.9687,0.881
179,0.9722,0.8855
180,0.9783,0.8855
181,0.9763,0.8715
182,0.9729,0.8815
183,0.9633,0.861
184,0.9703,0.8875
185,0.9802,0.8825
186,0.9765,0.8845
187,0.9697,0.883
188,0.9785,0.8865
189,0.9818,0.882
190,0.9777,0.874
191,0.9704,0.8815
192,0.9818,0.8825
193,0.9832,0.873
194,0.9844,0.8845
195,0.9673,0.8785
196,0.9819,0.884
197,0.9838,0.8835
198,0.9868,0.8715
199,0.9814,0.886
200,0.9857,0.877
