epoch,train acc,test acc,train loss,test loss
1.0,0.4832,0.4765,0.7029154896736145,0.7042585611343384
2.0,0.5061,0.496,0.6951891183853149,0.6969316601753235
3.0,0.5529,0.5425,0.6853998899459839,0.6882439255714417
4.0,0.5823,0.562,0.6804702281951904,0.6834678053855896
5.0,0.5938,0.572,0.6775155067443848,0.6809361577033997
6.0,0.6012,0.5815,0.6744247674942017,0.6778870820999146
7.0,0.6119,0.5925,0.6693514585494995,0.673698902130127
8.0,0.6141,0.5955,0.6662495136260986,0.6708690524101257
9.0,0.6254,0.606,0.6622385382652283,0.6672970056533813
10.0,0.6367,0.612,0.6584189534187317,0.6637969017028809
11.0,0.6525,0.6245,0.6537831425666809,0.6604094505310059
12.0,0.6639,0.6375,0.6495242118835449,0.6571874022483826
13.0,0.667,0.641,0.645993709564209,0.6543318033218384
14.0,0.6663,0.644,0.6417952179908752,0.6505342125892639
15.0,0.6708,0.6515,0.6389474272727966,0.6482445597648621
16.0,0.6707,0.653,0.6350877285003662,0.643826425075531
17.0,0.6762,0.6585,0.6325364112854004,0.641032338142395
18.0,0.6805,0.6665,0.6289024353027344,0.6374344229698181
19.0,0.6873,0.669,0.6228541135787964,0.6295868158340454
20.0,0.6882,0.6695,0.6180571913719177,0.6254428625106812
21.0,0.6816,0.6645,0.6158666014671326,0.6236199736595154
22.0,0.6789,0.661,0.6132968068122864,0.6211014986038208
23.0,0.6877,0.6755,0.609342098236084,0.6168313026428223
24.0,0.6944,0.6855,0.6056320071220398,0.6126490831375122
25.0,0.6995,0.694,0.6015531420707703,0.6077185869216919
26.0,0.6978,0.694,0.5984838604927063,0.6044721603393555
27.0,0.7008,0.6955,0.596795380115509,0.6028241515159607
28.0,0.7052,0.6955,0.5928639769554138,0.6004676222801208
29.0,0.7048,0.7035,0.5901033878326416,0.5972161293029785
30.0,0.7073,0.7075,0.5880388617515564,0.5954028367996216
31.0,0.7089,0.704,0.5863339900970459,0.5934366583824158
32.0,0.7103,0.709,0.5842989087104797,0.5915149450302124
33.0,0.7108,0.7105,0.5823256969451904,0.5888898968696594
34.0,0.7107,0.7125,0.5809131860733032,0.5877651572227478
35.0,0.7128,0.71,0.5789341926574707,0.5857864618301392
36.0,0.7139,0.709,0.5771260857582092,0.5841193199157715
37.0,0.7157,0.709,0.5748048424720764,0.5816599130630493
38.0,0.723,0.7145,0.5728297233581543,0.5794485807418823
39.0,0.7201,0.715,0.5710625648498535,0.5775613784790039
40.0,0.7222,0.714,0.566892147064209,0.5743208527565002
41.0,0.7212,0.7145,0.5653792023658752,0.5725650191307068
42.0,0.7227,0.7125,0.5639769434928894,0.5714114308357239
43.0,0.7214,0.719,0.5624485611915588,0.5701376795768738
44.0,0.724,0.7175,0.5607916116714478,0.5690540075302124
45.0,0.7294,0.721,0.5570569038391113,0.5649136900901794
46.0,0.7314,0.73,0.5549700260162354,0.5628510117530823
47.0,0.7346,0.73,0.5521348714828491,0.5590887069702148
48.0,0.7363,0.734,0.54767906665802,0.5560141801834106
49.0,0.7386,0.7365,0.5441657304763794,0.5525149703025818
50.0,0.737,0.7355,0.5429218411445618,0.5510632395744324
51.0,0.739,0.7405,0.5407110452651978,0.5486367344856262
52.0,0.7399,0.7415,0.5391027331352234,0.5468365550041199
53.0,0.7407,0.7455,0.537345826625824,0.5447350144386292
54.0,0.7418,0.74,0.534877598285675,0.5427234768867493
55.0,0.7457,0.741,0.5328531265258789,0.5409281849861145
56.0,0.7472,0.739,0.5306218862533569,0.5386013388633728
57.0,0.7498,0.741,0.5288134813308716,0.5362821221351624
58.0,0.7507,0.7425,0.5267728567123413,0.534820556640625
59.0,0.7503,0.741,0.5248200297355652,0.5333391427993774
60.0,0.7535,0.7415,0.5217655301094055,0.5314279794692993
61.0,0.7536,0.742,0.5195580124855042,0.5288264155387878
62.0,0.7542,0.7435,0.5175310969352722,0.5264481902122498
63.0,0.7556,0.7455,0.5160452723503113,0.5252102613449097
64.0,0.7568,0.746,0.5146585702896118,0.5237056016921997
65.0,0.7576,0.749,0.5125789642333984,0.5220221877098083
66.0,0.7604,0.75,0.5092818140983582,0.5202827453613281
67.0,0.7629,0.7555,0.5040109753608704,0.516398549079895
68.0,0.7672,0.7585,0.5005556344985962,0.5125628709793091
69.0,0.7726,0.7615,0.4967294931411743,0.5101013779640198
70.0,0.7748,0.765,0.49452367424964905,0.5086654424667358
71.0,0.7746,0.767,0.4930451512336731,0.508289635181427
72.0,0.7769,0.7665,0.49107372760772705,0.5075963735580444
73.0,0.7777,0.7645,0.4892125725746155,0.5057435035705566
74.0,0.7773,0.7655,0.48790472745895386,0.5050329566001892
75.0,0.778,0.763,0.4861435294151306,0.5035552978515625
76.0,0.7781,0.764,0.4839414954185486,0.5001211166381836
77.0,0.7796,0.765,0.48231443762779236,0.49820107221603394
78.0,0.7807,0.766,0.481038361787796,0.4968950152397156
79.0,0.7816,0.766,0.4786907136440277,0.49500736594200134
80.0,0.7811,0.7695,0.4773177206516266,0.49348413944244385
81.0,0.7816,0.7715,0.4750342071056366,0.49275273084640503
82.0,0.7827,0.769,0.47230252623558044,0.49025067687034607
83.0,0.7827,0.773,0.470601350069046,0.4917934536933899
84.0,0.7833,0.7735,0.4685850441455841,0.49003809690475464
85.0,0.785,0.773,0.4673921763896942,0.48784515261650085
86.0,0.7867,0.7755,0.4661165773868561,0.4860657751560211
87.0,0.7871,0.777,0.46420761942863464,0.4845697581768036
88.0,0.7889,0.778,0.46299704909324646,0.4839138984680176
89.0,0.7895,0.775,0.46152263879776,0.4831602871417999
90.0,0.7899,0.7775,0.46088525652885437,0.4834338426589966
91.0,0.7917,0.7725,0.45934411883354187,0.485604465007782
92.0,0.7918,0.771,0.45849311351776123,0.4850284159183502
