""
epoch,train_acc,test_acc
1,0.6177,0.6715
2,0.7001,0.7055
3,0.7258,0.7215
4,0.7531,0.7315
5,0.7635,0.7445
6,0.7671,0.7245
7,0.7699,0.756
8,0.7786,0.762
9,0.7848,0.7625
10,0.7887,0.757
11,0.789,0.7615
12,0.7944,0.7355
13,0.7964,0.733
14,0.8018,0.7685
15,0.7999,0.7745
16,0.7988,0.7745
17,0.8025,0.7745
18,0.8084,0.774
19,0.8085,0.748
20,0.812,0.7645
21,0.8175,0.776
22,0.8172,0.774
23,0.8195,0.777
24,0.8219,0.7895
25,0.8261,0.776
26,0.827,0.783
27,0.8268,0.7775
28,0.8257,0.7765
29,0.8365,0.784
30,0.8315,0.765
31,0.8341,0.761
32,0.8286,0.79
33,0.8342,0.788
34,0.8408,0.787
35,0.8453,0.7475
36,0.8407,0.7895
37,0.8448,0.792
38,0.8481,0.7595
39,0.8507,0.762
40,0.8451,0.7875
41,0.8466,0.78
42,0.8514,0.7865
43,0.8524,0.7565
44,0.8478,0.789
45,0.8525,0.7745
46,0.8566,0.7935
47,0.8583,0.791
48,0.8555,0.79
49,0.8608,0.7845
50,0.8566,0.786
51,0.8526,0.793
52,0.8567,0.7865
53,0.864,0.7915
54,0.8627,0.7775
55,0.8692,0.7735
56,0.8504,0.795
57,0.873,0.776
58,0.8655,0.794
59,0.8696,0.769
60,0.8737,0.7835
61,0.8688,0.796
62,0.8745,0.792
63,0.8732,0.8035
64,0.8742,0.6735
65,0.8512,0.7845
66,0.88,0.788
67,0.8761,0.7875
68,0.8648,0.7945
69,0.8744,0.793
70,0.8776,0.7715
71,0.8739,0.789
72,0.8796,0.7955
73,0.8843,0.781
74,0.8854,0.787
75,0.8873,0.798
76,0.8772,0.7945
77,0.8791,0.7935
78,0.8905,0.7545
79,0.8771,0.801
80,0.8842,0.7695
81,0.8889,0.788
82,0.8951,0.783
83,0.8923,0.795
84,0.894,0.789
85,0.8855,0.7995
86,0.8903,0.789
87,0.8851,0.7895
88,0.8965,0.797
89,0.9048,0.7835
90,0.8862,0.7785
91,0.8956,0.7895
92,0.8982,0.7905
93,0.8901,0.7955
94,0.8899,0.7775
95,0.9015,0.8
96,0.8897,0.795
97,0.9019,0.794
98,0.9033,0.7925
99,0.8902,0.795
100,0.8933,0.799
101,0.9006,0.792
102,0.9034,0.7825
103,0.9011,0.7765
104,0.9052,0.785
105,0.9089,0.7925
106,0.9033,0.8005
107,0.9103,0.797
108,0.8979,0.767
109,0.8832,0.7525
110,0.8826,0.773
111,0.8897,0.7895
112,0.89,0.77
113,0.8951,0.7805
114,0.8975,0.794
115,0.8947,0.7795
116,0.8965,0.789
117,0.9029,0.801
118,0.9061,0.7905
119,0.9045,0.7925
120,0.9053,0.7875
121,0.9079,0.7715
122,0.9101,0.7865
123,0.9154,0.718
124,0.8899,0.792
125,0.9078,0.791
126,0.9131,0.7745
127,0.9041,0.7925
128,0.9127,0.7745
129,0.9076,0.7845
130,0.9036,0.78
131,0.9178,0.794
132,0.9196,0.7835
133,0.9071,0.759
134,0.8995,0.732
135,0.9105,0.7515
136,0.9171,0.779
137,0.9156,0.7785
138,0.9269,0.789
139,0.9186,0.708
140,0.9114,0.787
141,0.9167,0.7955
142,0.8702,0.787
143,0.9202,0.7975
144,0.9069,0.7905
145,0.9189,0.7935
146,0.9225,0.792
147,0.9265,0.797
148,0.933,0.7825
149,0.9258,0.7845
150,0.9275,0.7885
151,0.9188,0.793
152,0.9254,0.73
153,0.909,0.7865
154,0.9285,0.7775
155,0.9326,0.789
156,0.9202,0.774
157,0.9176,0.7915
158,0.9261,0.7805
159,0.9297,0.7825
160,0.9319,0.76
161,0.9271,0.769
162,0.9343,0.7905
163,0.9183,0.78
164,0.9324,0.756
165,0.9291,0.7855
166,0.9099,0.7805
167,0.9349,0.7865
168,0.9364,0.7815
169,0.9128,0.789
170,0.9189,0.777
171,0.9102,0.7875
172,0.9209,0.784
173,0.9233,0.783
174,0.9308,0.774
175,0.9284,0.7835
176,0.9153,0.776
177,0.9348,0.79
178,0.9304,0.7815
179,0.8947,0.729
180,0.8343,0.769
181,0.8802,0.7695
182,0.8905,0.7705
183,0.8721,0.7635
184,0.861,0.765
185,0.8628,0.752
186,0.8682,0.7705
187,0.8767,0.751
188,0.8771,0.7645
189,0.8702,0.7695
190,0.8727,0.769
191,0.8743,0.762
192,0.8812,0.7655
193,0.8799,0.7695
194,0.8825,0.7665
195,0.8881,0.764
196,0.8845,0.767
197,0.8827,0.7675
198,0.8935,0.7735
199,0.8947,0.7785
200,0.8854,0.767
