""
epoch,train_acc,test_acc
1,0.6592,0.7255
2,0.7192,0.736
3,0.7349,0.745
4,0.7474,0.7545
5,0.7527,0.7345
6,0.7548,0.763
7,0.7654,0.763
8,0.7696,0.7895
9,0.7679,0.77
10,0.7803,0.782
11,0.786,0.7765
12,0.7873,0.7855
13,0.7914,0.7845
14,0.7906,0.7905
15,0.7991,0.79
16,0.7955,0.7815
17,0.7941,0.794
18,0.8034,0.794
19,0.8051,0.7945
20,0.8061,0.7975
21,0.8129,0.7925
22,0.8137,0.76
23,0.806,0.7955
24,0.821,0.803
25,0.8249,0.8005
26,0.8182,0.799
27,0.8215,0.799
28,0.8228,0.806
29,0.8241,0.8005
30,0.8259,0.806
31,0.8257,0.8045
32,0.8319,0.798
33,0.8361,0.7805
34,0.8325,0.791
35,0.8227,0.7955
36,0.8348,0.788
37,0.8356,0.813
38,0.8323,0.7845
39,0.8355,0.807
40,0.8423,0.8055
41,0.8381,0.802
42,0.8341,0.7775
43,0.8434,0.789
44,0.8433,0.8085
45,0.8436,0.8125
46,0.8447,0.7815
47,0.8405,0.8095
48,0.835,0.8025
49,0.8507,0.808
50,0.8516,0.8135
51,0.8376,0.8125
52,0.8418,0.8045
53,0.8495,0.8015
54,0.8576,0.803
55,0.8576,0.8125
56,0.8654,0.799
57,0.8569,0.809
58,0.8438,0.802
59,0.8593,0.8035
60,0.8548,0.7945
61,0.8592,0.8145
62,0.8672,0.789
63,0.862,0.8165
64,0.8681,0.817
65,0.8569,0.8125
66,0.8615,0.8135
67,0.8694,0.8125
68,0.8485,0.7935
69,0.8659,0.813
70,0.8676,0.8045
71,0.8647,0.8095
72,0.8734,0.816
73,0.8722,0.814
74,0.8722,0.743
75,0.8748,0.798
76,0.8746,0.797
77,0.8787,0.8005
78,0.8687,0.7955
79,0.8736,0.8105
80,0.8738,0.8005
81,0.8724,0.808
82,0.8656,0.809
83,0.8782,0.8045
84,0.8771,0.8005
85,0.8863,0.81
86,0.8779,0.809
87,0.8716,0.8065
88,0.8839,0.8015
89,0.8769,0.8005
90,0.8799,0.813
91,0.887,0.807
92,0.8697,0.7965
93,0.8916,0.799
94,0.8821,0.7915
95,0.8771,0.812
96,0.8846,0.812
97,0.8921,0.803
98,0.8824,0.788
99,0.8827,0.81
100,0.8683,0.793
101,0.8796,0.803
102,0.8941,0.7975
103,0.8815,0.7785
104,0.8905,0.806
105,0.8808,0.7765
106,0.8848,0.809
107,0.884,0.807
108,0.8932,0.8015
109,0.8671,0.8065
110,0.8958,0.8055
111,0.8961,0.8075
112,0.8936,0.8055
113,0.8908,0.798
114,0.8956,0.8115
115,0.894,0.7055
116,0.8793,0.762
117,0.8823,0.7985
118,0.9048,0.782
119,0.8942,0.8025
120,0.8921,0.796
121,0.9094,0.811
122,0.9096,0.8115
123,0.8958,0.7955
124,0.9077,0.7985
125,0.9171,0.766
126,0.8856,0.7825
127,0.9071,0.805
128,0.894,0.8035
129,0.8987,0.794
130,0.9149,0.812
131,0.9162,0.8055
132,0.9064,0.7755
133,0.9225,0.795
134,0.8989,0.799
135,0.9132,0.801
136,0.9087,0.7455
137,0.9105,0.8125
138,0.8933,0.795
139,0.9034,0.7885
140,0.9037,0.808
141,0.9215,0.803
142,0.9141,0.795
143,0.8518,0.762
144,0.8402,0.7725
145,0.8506,0.7735
146,0.8504,0.7695
147,0.8643,0.782
148,0.8773,0.762
149,0.8794,0.7885
150,0.8918,0.782
151,0.8895,0.77
152,0.8803,0.7885
153,0.8963,0.7815
154,0.893,0.7865
155,0.8916,0.766
156,0.8985,0.7965
157,0.8941,0.7685
158,0.8928,0.7595
159,0.8919,0.782
160,0.8948,0.773
161,0.8959,0.7965
162,0.8994,0.782
163,0.8977,0.7885
164,0.8974,0.7885
165,0.8937,0.7735
166,0.9072,0.797
167,0.9034,0.7935
168,0.9047,0.783
169,0.8157,0.732
170,0.7944,0.7475
171,0.838,0.7505
172,0.8673,0.7655
173,0.8721,0.789
174,0.873,0.7735
175,0.8746,0.7775
176,0.871,0.793
177,0.859,0.781
178,0.8784,0.7805
179,0.8805,0.7715
180,0.8734,0.7835
181,0.8716,0.786
182,0.8798,0.7855
183,0.874,0.782
184,0.8706,0.77
185,0.872,0.7855
186,0.8902,0.791
187,0.8845,0.7535
188,0.8776,0.789
189,0.8828,0.774
190,0.8755,0.7885
191,0.8842,0.793
192,0.8812,0.774
193,0.8748,0.7805
194,0.8951,0.7785
195,0.8843,0.7775
196,0.8934,0.785
197,0.8905,0.7705
198,0.8777,0.7825
199,0.8679,0.78
200,0.891,0.784
