epoch,train acc,test acc,train loss,test loss
1.0,0.498,0.485,0.694517195224762,0.6955236196517944
2.0,0.5439,0.5515,0.6914844512939453,0.6908446550369263
3.0,0.5534,0.5525,0.6879785060882568,0.6871829628944397
4.0,0.5594,0.5675,0.6867339611053467,0.6865524053573608
5.0,0.5633,0.5605,0.6852900981903076,0.6847871541976929
6.0,0.5717,0.569,0.6794239282608032,0.679558277130127
7.0,0.6054,0.606,0.6753391027450562,0.6754574775695801
8.0,0.621,0.6085,0.6701322197914124,0.6708956956863403
9.0,0.6286,0.6225,0.6671056747436523,0.6676632165908813
10.0,0.6272,0.624,0.664136528968811,0.6642325520515442
11.0,0.6398,0.6415,0.6583623290061951,0.6587541699409485
12.0,0.6401,0.6415,0.6546086668968201,0.6546995639801025
13.0,0.6361,0.6405,0.650478720664978,0.6497676968574524
14.0,0.6374,0.6415,0.648037850856781,0.6474924683570862
15.0,0.6394,0.6405,0.6461115479469299,0.6456045508384705
16.0,0.6395,0.6355,0.6435950994491577,0.6437712907791138
17.0,0.6367,0.636,0.6398411989212036,0.6403999328613281
18.0,0.6484,0.644,0.6364014148712158,0.636788547039032
19.0,0.6471,0.6445,0.6340363025665283,0.6333778500556946
20.0,0.6484,0.646,0.6324557662010193,0.6321547031402588
21.0,0.6467,0.646,0.631049394607544,0.6301500797271729
22.0,0.6475,0.6435,0.6300731897354126,0.6294792890548706
23.0,0.6488,0.6465,0.6285958886146545,0.628700852394104
24.0,0.6501,0.648,0.6268139481544495,0.6268627047538757
25.0,0.6516,0.647,0.6256529092788696,0.625126838684082
26.0,0.6538,0.6495,0.6246411800384521,0.6245853900909424
27.0,0.6547,0.646,0.6228963732719421,0.6230819225311279
28.0,0.656,0.6505,0.6220033168792725,0.6230151653289795
29.0,0.6604,0.6535,0.6181347966194153,0.6203544735908508
30.0,0.6623,0.655,0.6170719861984253,0.6194375157356262
31.0,0.6589,0.6555,0.6160502433776855,0.6188591122627258
32.0,0.6627,0.6585,0.6151241064071655,0.6172720789909363
33.0,0.6626,0.657,0.6133483052253723,0.6167046427726746
34.0,0.6648,0.656,0.6117217540740967,0.6152587532997131
35.0,0.6692,0.664,0.6097707152366638,0.61234450340271
36.0,0.6687,0.6645,0.6072133779525757,0.6101715564727783
37.0,0.6692,0.6695,0.6063743829727173,0.6097041964530945
38.0,0.6727,0.671,0.6043599843978882,0.6087794899940491
39.0,0.6729,0.6665,0.6033179759979248,0.6075395345687866
40.0,0.6746,0.6675,0.6021081805229187,0.6069183349609375
41.0,0.6763,0.6705,0.6010667681694031,0.6066660284996033
42.0,0.6784,0.6735,0.5998849272727966,0.6052619218826294
43.0,0.6806,0.6755,0.5975373983383179,0.604617714881897
44.0,0.6863,0.6665,0.5925381779670715,0.6061596870422363
45.0,0.687,0.6665,0.5907183289527893,0.6063751578330994
46.0,0.6885,0.6715,0.589210033416748,0.6051690578460693
47.0,0.6919,0.672,0.587681770324707,0.6042370796203613
48.0,0.6928,0.674,0.5858033299446106,0.60258948802948
49.0,0.6955,0.6655,0.5840977430343628,0.6049972176551819
50.0,0.6968,0.672,0.5820175409317017,0.6030362844467163
51.0,0.6975,0.6745,0.5808751583099365,0.6015286445617676
52.0,0.6985,0.6765,0.5798571109771729,0.6006995439529419
53.0,0.6997,0.671,0.5784863829612732,0.5998947024345398
54.0,0.7013,0.6765,0.5774073600769043,0.5991256833076477
55.0,0.7036,0.6765,0.5752495527267456,0.5964699983596802
56.0,0.705,0.681,0.573735237121582,0.5948973894119263
57.0,0.7067,0.6865,0.5729752779006958,0.5943187475204468
58.0,0.7069,0.685,0.5723379850387573,0.5937747359275818
59.0,0.7066,0.683,0.5711681842803955,0.5930797457695007
60.0,0.7088,0.6865,0.5702434182167053,0.592490017414093
61.0,0.7064,0.6905,0.5693173408508301,0.5905829668045044
62.0,0.7084,0.6895,0.5670590400695801,0.5881781578063965
63.0,0.7084,0.6915,0.565034806728363,0.5869680047035217
64.0,0.7125,0.691,0.5623263716697693,0.588749885559082
65.0,0.7126,0.698,0.5615967512130737,0.5884690284729004
66.0,0.7116,0.698,0.5607293844223022,0.5869088172912598
67.0,0.7121,0.6995,0.5596328973770142,0.5869584083557129
68.0,0.7145,0.704,0.5587037205696106,0.5870087146759033
69.0,0.7145,0.7005,0.5579819083213806,0.584039568901062
70.0,0.7145,0.707,0.5572067499160767,0.5823367238044739
71.0,0.7148,0.7035,0.556027352809906,0.580592930316925
72.0,0.7173,0.701,0.5536338090896606,0.5742650032043457
73.0,0.717,0.705,0.55305016040802,0.5739414691925049
74.0,0.7173,0.7045,0.5523442029953003,0.5737119317054749
75.0,0.7173,0.7015,0.551834762096405,0.573739230632782
76.0,0.718,0.701,0.5507035255432129,0.5727728009223938
77.0,0.7183,0.7025,0.5498511791229248,0.5722838640213013
78.0,0.7202,0.704,0.5488048791885376,0.5719447135925293
79.0,0.7214,0.706,0.5481870174407959,0.5711572170257568
80.0,0.722,0.7055,0.547733724117279,0.5712666511535645
