epoch,train acc,test acc,train loss,test loss
1.0,0.5763,0.563,0.4237000346183777,0.43699997663497925
2.0,0.5793,0.57,0.4207000136375427,0.4299999475479126
3.0,0.6167,0.6055,0.3833000063896179,0.3944999575614929
4.0,0.6383,0.6415,0.36169999837875366,0.3584999442100525
5.0,0.6747,0.6725,0.32530003786087036,0.32749998569488525
6.0,0.6865,0.6895,0.3135000467300415,0.31049996614456177
7.0,0.6928,0.691,0.30720001459121704,0.3089999556541443
8.0,0.6928,0.695,0.30720001459121704,0.3049999475479126
9.0,0.6968,0.699,0.30320000648498535,0.3009999394416809
10.0,0.7007,0.705,0.29930001497268677,0.29499995708465576
11.0,0.7009,0.705,0.29910004138946533,0.29499995708465576
12.0,0.7006,0.7045,0.2994000315666199,0.2954999804496765
13.0,0.6988,0.7015,0.3012000322341919,0.2984999418258667
14.0,0.7069,0.7105,0.2930999994277954,0.2894999384880066
15.0,0.7071,0.711,0.292900025844574,0.2889999747276306
16.0,0.7073,0.71,0.29269999265670776,0.28999996185302734
17.0,0.7113,0.7105,0.28870004415512085,0.2894999384880066
18.0,0.7137,0.722,0.28630000352859497,0.2779999375343323
19.0,0.714,0.722,0.28600001335144043,0.2779999375343323
20.0,0.7148,0.724,0.28519999980926514,0.2759999632835388
21.0,0.715,0.7215,0.2850000262260437,0.278499960899353
22.0,0.7184,0.7225,0.2815999984741211,0.2774999737739563
23.0,0.7206,0.7255,0.2793999910354614,0.27449995279312134
24.0,0.7226,0.726,0.27740001678466797,0.27399998903274536
25.0,0.7258,0.7315,0.2742000222206116,0.2684999704360962
26.0,0.7291,0.7305,0.27090001106262207,0.2694999575614929
27.0,0.731,0.7295,0.26899999380111694,0.27049994468688965
28.0,0.7316,0.7305,0.26840001344680786,0.2694999575614929
29.0,0.7277,0.73,0.27230000495910645,0.26999998092651367
30.0,0.7343,0.7315,0.2657000422477722,0.2684999704360962
31.0,0.734,0.735,0.26600003242492676,0.26499998569488525
32.0,0.7366,0.736,0.26340001821517944,0.26399993896484375
33.0,0.7371,0.737,0.2628999948501587,0.262999951839447
34.0,0.7368,0.7335,0.263200044631958,0.26649993658065796
35.0,0.7373,0.732,0.26270002126693726,0.26799994707107544
36.0,0.7377,0.735,0.2623000144958496,0.26499998569488525
37.0,0.7328,0.7495,0.2671999931335449,0.250499963760376
38.0,0.7428,0.7475,0.2572000026702881,0.25249993801116943
39.0,0.743,0.7475,0.25700002908706665,0.25249993801116943
40.0,0.7394,0.7435,0.2606000304222107,0.2564999461174011
41.0,0.7389,0.737,0.26109999418258667,0.262999951839447
42.0,0.7416,0.744,0.258400022983551,0.25599998235702515
43.0,0.7411,0.741,0.2589000463485718,0.25899994373321533
44.0,0.7407,0.742,0.25929999351501465,0.2579999566078186
45.0,0.7398,0.7445,0.26020002365112305,0.2554999589920044
46.0,0.7414,0.749,0.25859999656677246,0.25099998712539673
47.0,0.7448,0.745,0.25520002841949463,0.25499993562698364
48.0,0.7442,0.748,0.2558000087738037,0.25199997425079346
49.0,0.7443,0.7505,0.2556999921798706,0.24949997663497925
50.0,0.744,0.7425,0.2560000419616699,0.2574999928474426
51.0,0.7424,0.742,0.25760000944137573,0.2579999566078186
52.0,0.7453,0.745,0.2547000050544739,0.25499993562698364
53.0,0.75,0.7455,0.25,0.25449997186660767
54.0,0.7517,0.752,0.24830001592636108,0.24799996614456177
55.0,0.7517,0.747,0.24830001592636108,0.2529999613761902
56.0,0.7506,0.7435,0.24940001964569092,0.2564999461174011
57.0,0.7519,0.7465,0.24810004234313965,0.25349998474121094
58.0,0.7534,0.747,0.24660003185272217,0.2529999613761902
59.0,0.7539,0.7475,0.24610000848770142,0.25249993801116943
60.0,0.7522,0.7495,0.24779999256134033,0.250499963760376
61.0,0.7536,0.7455,0.24639999866485596,0.25449997186660767
62.0,0.7543,0.7475,0.24570000171661377,0.25249993801116943
63.0,0.7538,0.748,0.24620002508163452,0.25199997425079346
64.0,0.7553,0.748,0.24470001459121704,0.25199997425079346
65.0,0.7552,0.749,0.24480003118515015,0.25099998712539673
66.0,0.7545,0.748,0.24550002813339233,0.25199997425079346
67.0,0.7599,0.753,0.24010002613067627,0.24699997901916504
68.0,0.7606,0.7525,0.23940002918243408,0.24749994277954102
69.0,0.7611,0.7535,0.23890000581741333,0.2464999556541443
70.0,0.7609,0.753,0.23910003900527954,0.24699997901916504
71.0,0.761,0.751,0.23900002241134644,0.2489999532699585
72.0,0.751,0.755,0.24900001287460327,0.2449999451637268
73.0,0.7568,0.7485,0.24320000410079956,0.2514999508857727
74.0,0.7603,0.7535,0.23970001935958862,0.2464999556541443
75.0,0.7594,0.7495,0.24059998989105225,0.250499963760376
76.0,0.7521,0.752,0.24790000915527344,0.24799996614456177
77.0,0.7519,0.7515,0.24810004234313965,0.24849998950958252
78.0,0.7615,0.7625,0.23849999904632568,0.23749995231628418
79.0,0.7627,0.7605,0.23730003833770752,0.2394999861717224
80.0,0.7605,0.7615,0.2395000457763672,0.2384999394416809
81.0,0.7652,0.7655,0.2348000407218933,0.234499990940094
82.0,0.7657,0.767,0.23430001735687256,0.2329999804496765
83.0,0.7642,0.768,0.23580002784729004,0.23199999332427979
84.0,0.7675,0.765,0.23250001668930054,0.23499995470046997
85.0,0.7701,0.768,0.22990000247955322,0.23199999332427979
86.0,0.771,0.769,0.2290000319480896,0.23099994659423828
87.0,0.7722,0.7635,0.22780001163482666,0.23649996519088745
88.0,0.773,0.765,0.22699999809265137,0.23499995470046997
89.0,0.7711,0.757,0.2289000153541565,0.24299997091293335
90.0,0.7701,0.7575,0.22990000247955322,0.2424999475479126
91.0,0.7727,0.7685,0.22730004787445068,0.23149996995925903
92.0,0.7737,0.766,0.22630000114440918,0.23399996757507324
93.0,0.7728,0.7645,0.22720003128051758,0.23549997806549072
94.0,0.7738,0.7665,0.22620004415512085,0.2334999442100525
95.0,0.7747,0.769,0.22530001401901245,0.23099994659423828
96.0,0.7756,0.772,0.22440004348754883,0.2279999852180481
97.0,0.7758,0.774,0.22420001029968262,0.22599995136260986
