""
epoch,train_acc,test_acc
1,0.5845,0.644
2,0.6633,0.674
3,0.6859,0.675
4,0.7014,0.675
5,0.715,0.696
6,0.7245,0.698
7,0.7302,0.7005
8,0.7327,0.7015
9,0.7439,0.7085
10,0.7447,0.708
11,0.7523,0.707
12,0.7547,0.7135
13,0.7552,0.72
14,0.7637,0.723
15,0.7633,0.734
16,0.7663,0.7225
17,0.768,0.7265
18,0.7716,0.7255
19,0.7754,0.7285
20,0.7828,0.727
21,0.7834,0.742
22,0.7816,0.7335
23,0.785,0.735
24,0.7871,0.737
25,0.7898,0.7385
26,0.7905,0.748
27,0.7939,0.736
28,0.7945,0.7385
29,0.797,0.737
30,0.7989,0.743
31,0.8009,0.737
32,0.8007,0.737
33,0.8044,0.748
34,0.8048,0.7355
35,0.8075,0.7465
36,0.8072,0.754
37,0.8096,0.746
38,0.8113,0.7395
39,0.8137,0.743
40,0.8167,0.7355
41,0.8152,0.736
42,0.8202,0.745
43,0.8188,0.7475
44,0.8223,0.7405
45,0.8246,0.741
46,0.8277,0.7435
47,0.8265,0.7465
48,0.8266,0.749
49,0.8276,0.7435
50,0.8297,0.746
51,0.8317,0.7425
52,0.8358,0.7315
53,0.8395,0.749
54,0.8393,0.7465
55,0.8401,0.7455
56,0.8346,0.745
57,0.8362,0.7375
58,0.8433,0.7455
59,0.8423,0.744
60,0.8434,0.748
61,0.8416,0.736
62,0.8511,0.752
63,0.8465,0.742
64,0.8529,0.7415
65,0.8524,0.739
66,0.8528,0.7535
67,0.8556,0.746
68,0.8539,0.753
69,0.8519,0.751
70,0.8537,0.749
71,0.8561,0.7515
72,0.8577,0.7035
73,0.8566,0.7455
74,0.8639,0.7395
75,0.8629,0.7495
76,0.8612,0.7525
77,0.8632,0.7465
78,0.8676,0.7415
79,0.8609,0.7485
80,0.8698,0.7575
81,0.8722,0.7505
82,0.8705,0.7425
83,0.8704,0.755
84,0.8682,0.7495
85,0.8763,0.75
86,0.8812,0.755
87,0.8796,0.7595
88,0.872,0.757
89,0.8847,0.747
90,0.8759,0.763
91,0.873,0.7585
92,0.8783,0.751
93,0.8714,0.7545
94,0.8689,0.76
95,0.871,0.765
96,0.8677,0.7535
97,0.8733,0.755
98,0.8763,0.7675
99,0.8752,0.752
100,0.8722,0.756
101,0.8802,0.7585
102,0.8792,0.751
103,0.8752,0.731
104,0.8818,0.766
105,0.8799,0.7535
106,0.8834,0.755
107,0.8834,0.749
108,0.8774,0.762
109,0.8865,0.754
110,0.8831,0.76
111,0.8863,0.7625
112,0.8895,0.7555
113,0.8871,0.7585
114,0.885,0.7565
115,0.8843,0.7515
116,0.8825,0.7555
117,0.887,0.7565
118,0.89,0.7655
119,0.8866,0.752
120,0.8886,0.762
121,0.8929,0.7635
122,0.8963,0.763
123,0.897,0.7585
124,0.8978,0.7635
125,0.8929,0.754
126,0.8863,0.755
127,0.883,0.7475
128,0.8951,0.7515
129,0.8822,0.7575
130,0.8985,0.7635
131,0.9003,0.75
132,0.9005,0.76
133,0.9001,0.749
134,0.8934,0.7605
135,0.9069,0.7475
136,0.9026,0.753
137,0.9022,0.754
138,0.9084,0.752
139,0.9016,0.746
140,0.8792,0.7595
141,0.9065,0.751
142,0.9067,0.7605
143,0.9049,0.7525
144,0.8999,0.742
145,0.9069,0.759
146,0.9037,0.751
147,0.9029,0.7555
148,0.9029,0.751
149,0.9056,0.757
150,0.9126,0.756
151,0.9092,0.7545
152,0.9117,0.758
153,0.8894,0.755
154,0.9025,0.7475
155,0.9123,0.753
156,0.902,0.737
157,0.8959,0.757
158,0.8888,0.731
159,0.9034,0.7425
160,0.8928,0.7605
161,0.9018,0.764
162,0.9,0.7685
163,0.9108,0.7635
164,0.8964,0.7555
165,0.8926,0.753
166,0.895,0.7525
167,0.8891,0.7565
168,0.8927,0.752
169,0.9035,0.762
170,0.9028,0.758
171,0.8832,0.7595
172,0.8958,0.75
173,0.8856,0.757
174,0.8881,0.7495
175,0.8773,0.7565
176,0.883,0.753
177,0.8894,0.7525
178,0.8903,0.7485
179,0.8795,0.7385
180,0.884,0.7535
181,0.8635,0.7605
182,0.8985,0.7515
183,0.9069,0.7535
184,0.8811,0.757
185,0.8995,0.7545
186,0.8893,0.751
187,0.8998,0.7325
188,0.9044,0.7675
189,0.9096,0.7575
190,0.9093,0.762
191,0.9018,0.767
192,0.9064,0.745
193,0.9055,0.755
194,0.9126,0.7535
195,0.909,0.7655
196,0.9055,0.7565
197,0.8943,0.758
198,0.901,0.769
199,0.8927,0.7395
200,0.8772,0.752
