epoch,train acc,test acc,train loss,test loss
50.0,0.7285,0.74,0.5495668053627014,0.5299400687217712
100.0,0.7786,0.795,0.47420018911361694,0.4496699273586273
150.0,0.8107,0.824,0.41838520765304565,0.3956953287124634
200.0,0.8316,0.8375,0.3832554519176483,0.3641316592693329
250.0,0.8471,0.851,0.35584524273872375,0.34715694189071655
300.0,0.8554,0.851,0.3360234200954437,0.3383480906486511
350.0,0.8638,0.8605,0.3177250027656555,0.32556310296058655
400.0,0.8689,0.867,0.3029314875602722,0.3145492672920227
450.0,0.8753,0.8705,0.291054368019104,0.30851423740386963
500.0,0.8803,0.872,0.2798226475715637,0.30477607250213623
550.0,0.887,0.8755,0.2680143713951111,0.3082078993320465
600.0,0.8899,0.8735,0.25954562425613403,0.30554264783859253
650.0,0.8939,0.872,0.2518044710159302,0.31059619784355164
700.0,0.8979,0.875,0.24507074058055878,0.3108873963356018
750.0,0.8988,0.868,0.24041298031806946,0.3159705400466919
800.0,0.9029,0.8695,0.23339155316352844,0.31804969906806946
850.0,0.907,0.871,0.22713646292686462,0.3177579939365387
900.0,0.908,0.8695,0.22107821702957153,0.3189999759197235
950.0,0.9141,0.872,0.21393606066703796,0.3207709491252899
1000.0,0.9153,0.8745,0.2094389647245407,0.31600892543792725
