""
epoch,train_acc,test_acc
1,0.6536,0.721
2,0.7197,0.741
3,0.7352,0.709
4,0.7426,0.7585
5,0.7509,0.7415
6,0.7524,0.7695
7,0.7612,0.7685
8,0.7649,0.766
9,0.7628,0.7725
10,0.7754,0.7645
11,0.7776,0.7775
12,0.7779,0.7765
13,0.7892,0.7815
14,0.7898,0.784
15,0.8,0.793
16,0.7936,0.7895
17,0.7957,0.778
18,0.8012,0.8015
19,0.8042,0.7985
20,0.8047,0.7905
21,0.802,0.7925
22,0.8114,0.7915
23,0.815,0.7945
24,0.8161,0.784
25,0.8132,0.801
26,0.8179,0.7905
27,0.8246,0.8055
28,0.8077,0.7935
29,0.8252,0.7935
30,0.8355,0.7935
31,0.8279,0.8025
32,0.8261,0.821
33,0.8296,0.8155
34,0.8265,0.8045
35,0.8319,0.794
36,0.8284,0.802
37,0.839,0.814
38,0.8378,0.766
39,0.8413,0.7965
40,0.8435,0.8165
41,0.8419,0.7925
42,0.8488,0.7645
43,0.8423,0.8125
44,0.8513,0.801
45,0.8342,0.7775
46,0.8513,0.8135
47,0.8537,0.7985
48,0.8528,0.8125
49,0.8491,0.8135
50,0.8587,0.799
51,0.8528,0.777
52,0.8609,0.8075
53,0.8561,0.8035
54,0.8545,0.8
55,0.857,0.8105
56,0.8681,0.8075
57,0.8643,0.795
58,0.8632,0.8095
59,0.8748,0.8095
60,0.8639,0.7645
61,0.8689,0.803
62,0.8706,0.8025
63,0.8633,0.8035
64,0.8745,0.801
65,0.8751,0.7585
66,0.8703,0.811
67,0.8661,0.813
68,0.8854,0.809
69,0.8798,0.7445
70,0.8818,0.806
71,0.8704,0.8055
72,0.8807,0.811
73,0.8795,0.8085
74,0.8911,0.799
75,0.8862,0.8045
76,0.8627,0.8045
77,0.8849,0.808
78,0.889,0.8035
79,0.8862,0.7945
80,0.8897,0.8085
81,0.8894,0.807
82,0.8906,0.812
83,0.891,0.7955
84,0.9028,0.7915
85,0.8909,0.7965
86,0.8915,0.8045
87,0.86,0.806
88,0.8953,0.817
89,0.8997,0.8065
90,0.8857,0.8165
91,0.9048,0.7575
92,0.896,0.814
93,0.8998,0.7475
94,0.9009,0.8125
95,0.8797,0.8125
96,0.9109,0.8075
97,0.9057,0.7955
98,0.9024,0.8035
99,0.8997,0.8175
100,0.9161,0.8035
101,0.9029,0.795
102,0.9048,0.7655
103,0.8978,0.8045
104,0.9138,0.802
105,0.9094,0.8065
106,0.9122,0.8105
107,0.9232,0.8085
108,0.8866,0.8125
109,0.9074,0.8065
110,0.9045,0.812
111,0.9143,0.81
112,0.9206,0.8075
113,0.9153,0.812
114,0.9067,0.82
115,0.8909,0.805
116,0.9187,0.8115
117,0.924,0.7965
118,0.9312,0.767
119,0.9131,0.7995
120,0.9187,0.8095
121,0.9282,0.811
122,0.9251,0.7745
123,0.9226,0.8155
124,0.9215,0.811
125,0.925,0.7975
126,0.9148,0.807
127,0.9183,0.8155
128,0.9321,0.8105
129,0.9212,0.805
130,0.9022,0.814
131,0.9146,0.801
132,0.9194,0.805
133,0.8796,0.801
134,0.9178,0.803
135,0.9289,0.805
136,0.889,0.785
137,0.9147,0.803
138,0.9172,0.7985
139,0.9201,0.7085
140,0.9018,0.7885
141,0.927,0.8075
142,0.9227,0.7955
143,0.8921,0.772
144,0.9147,0.813
145,0.9322,0.803
146,0.9246,0.8065
147,0.93,0.8005
148,0.9196,0.799
149,0.9341,0.803
150,0.9192,0.795
151,0.8777,0.7655
152,0.9048,0.7925
153,0.9178,0.801
154,0.9103,0.784
155,0.9236,0.7925
156,0.9102,0.7845
157,0.8994,0.786
158,0.9163,0.799
159,0.9184,0.789
160,0.9243,0.7975
161,0.9228,0.8045
162,0.918,0.7995
163,0.9329,0.8
164,0.9233,0.7945
165,0.9263,0.797
166,0.9347,0.7925
167,0.928,0.7855
168,0.9302,0.8015
169,0.9011,0.792
170,0.928,0.79
171,0.8951,0.798
172,0.9259,0.806
173,0.933,0.8
174,0.9306,0.798
175,0.9193,0.804
176,0.936,0.7995
177,0.9428,0.7995
178,0.9533,0.8055
179,0.9291,0.789
180,0.9257,0.812
181,0.9452,0.8015
182,0.9364,0.8
183,0.9212,0.7975
184,0.9386,0.7645
185,0.9339,0.7935
186,0.9415,0.8045
187,0.9564,0.8015
188,0.9405,0.8085
189,0.9219,0.772
190,0.9119,0.7865
191,0.9132,0.798
192,0.9401,0.7885
193,0.8848,0.7735
194,0.8971,0.795
195,0.9134,0.7975
196,0.8965,0.7855
197,0.9055,0.7955
198,0.9212,0.7945
199,0.9217,0.7955
200,0.9182,0.792
