""
epoch,train_acc,test_acc
1,0.6447,0.693
2,0.7314,0.718
3,0.7452,0.7355
4,0.7614,0.7405
5,0.7668,0.7225
6,0.7751,0.7455
7,0.7759,0.7555
8,0.7795,0.762
9,0.7811,0.734
10,0.7829,0.7585
11,0.7875,0.765
12,0.7906,0.761
13,0.797,0.7405
14,0.7953,0.761
15,0.8011,0.7725
16,0.8033,0.7745
17,0.8039,0.7795
18,0.8075,0.777
19,0.8061,0.758
20,0.8129,0.7805
21,0.8153,0.7765
22,0.8084,0.7775
23,0.8229,0.779
24,0.8269,0.7675
25,0.8221,0.771
26,0.8235,0.774
27,0.8265,0.7785
28,0.8263,0.7345
29,0.8325,0.7835
30,0.8322,0.773
31,0.8313,0.775
32,0.8321,0.778
33,0.8333,0.787
34,0.8356,0.7785
35,0.8421,0.7315
36,0.8408,0.7815
37,0.8377,0.785
38,0.8414,0.784
39,0.8444,0.7765
40,0.8402,0.7675
41,0.8441,0.7835
42,0.8496,0.759
43,0.8416,0.7885
44,0.8446,0.7905
45,0.8529,0.7795
46,0.8556,0.7835
47,0.8511,0.7895
48,0.8527,0.779
49,0.8549,0.7895
50,0.8533,0.7655
51,0.843,0.7875
52,0.8544,0.7885
53,0.8565,0.79
54,0.864,0.7745
55,0.8595,0.79
56,0.8666,0.7865
57,0.868,0.781
58,0.8693,0.79
59,0.8655,0.7845
60,0.8684,0.7575
61,0.8556,0.773
62,0.8638,0.789
63,0.8627,0.782
64,0.8674,0.787
65,0.8769,0.789
66,0.8763,0.7955
67,0.8724,0.7945
68,0.8753,0.793
69,0.8731,0.79
70,0.8778,0.7835
71,0.8827,0.765
72,0.8812,0.783
73,0.8793,0.787
74,0.8794,0.7885
75,0.8769,0.7765
76,0.8745,0.789
77,0.8883,0.787
78,0.8723,0.785
79,0.8599,0.789
80,0.8819,0.7915
81,0.8847,0.7935
82,0.8934,0.7875
83,0.8897,0.792
84,0.8884,0.7675
85,0.8971,0.784
86,0.8948,0.7855
87,0.8789,0.7815
88,0.8949,0.786
89,0.8939,0.793
90,0.8879,0.792
91,0.8867,0.792
92,0.8897,0.784
93,0.8952,0.741
94,0.8848,0.786
95,0.9042,0.7945
96,0.9,0.7965
97,0.8974,0.7625
98,0.9008,0.7945
99,0.8966,0.7645
100,0.8997,0.7845
101,0.8996,0.793
102,0.8963,0.786
103,0.9069,0.7895
104,0.8858,0.7965
105,0.9003,0.792
106,0.9063,0.7865
107,0.9039,0.7435
108,0.907,0.797
109,0.8974,0.785
110,0.8989,0.7845
111,0.8971,0.794
112,0.9092,0.797
113,0.911,0.7915
114,0.915,0.792
115,0.8991,0.79
116,0.9145,0.789
117,0.908,0.798
118,0.9064,0.785
119,0.9041,0.792
120,0.9149,0.7915
121,0.9158,0.7885
122,0.9001,0.7895
123,0.9087,0.7625
124,0.9171,0.7885
125,0.9163,0.7945
126,0.9093,0.786
127,0.9181,0.793
128,0.9166,0.7835
129,0.9123,0.7915
130,0.9192,0.7755
131,0.9131,0.793
132,0.9144,0.789
133,0.9242,0.7805
134,0.9217,0.7785
135,0.9199,0.786
136,0.9273,0.7955
137,0.9195,0.7955
138,0.8756,0.7805
139,0.9099,0.7845
140,0.9279,0.7925
141,0.9306,0.792
142,0.8788,0.74
143,0.9201,0.764
144,0.9263,0.7885
145,0.9221,0.792
146,0.9318,0.7895
147,0.9314,0.7825
148,0.9135,0.7875
149,0.9302,0.771
150,0.9313,0.7925
151,0.9329,0.788
152,0.9275,0.7795
153,0.9259,0.791
154,0.9048,0.779
155,0.9257,0.7765
156,0.9194,0.7875
157,0.9014,0.751
158,0.9,0.774
159,0.9079,0.78
160,0.9221,0.7785
161,0.9175,0.781
162,0.9182,0.7805
163,0.9206,0.7765
164,0.9103,0.776
165,0.9228,0.7615
166,0.9177,0.742
167,0.9086,0.779
168,0.9219,0.773
169,0.9215,0.7725
170,0.9258,0.7805
171,0.9063,0.778
172,0.9239,0.779
173,0.914,0.7755
174,0.9183,0.7815
175,0.9204,0.7825
176,0.9183,0.777
177,0.9282,0.7845
178,0.9158,0.7795
179,0.9312,0.7795
180,0.9295,0.7495
181,0.9282,0.781
182,0.9152,0.79
183,0.9253,0.7255
184,0.9118,0.785
185,0.9326,0.7815
186,0.8469,0.745
187,0.8834,0.7695
188,0.8856,0.7725
189,0.8929,0.7715
190,0.8915,0.767
191,0.8833,0.7535
192,0.8989,0.776
193,0.9068,0.772
194,0.8979,0.7725
195,0.9005,0.7735
196,0.8829,0.774
197,0.8878,0.773
198,0.902,0.7685
199,0.9085,0.7665
200,0.9029,0.781
