""
epoch,train_acc,test_acc
1,0.71,0.7915
2,0.7728,0.7765
3,0.785,0.8015
4,0.7913,0.8005
5,0.7986,0.8135
6,0.8032,0.8025
7,0.8079,0.8085
8,0.8123,0.813
9,0.8184,0.8285
10,0.8244,0.8225
11,0.8257,0.826
12,0.8271,0.821
13,0.8308,0.8395
14,0.8345,0.832
15,0.8347,0.8365
16,0.8395,0.833
17,0.8398,0.831
18,0.8424,0.824
19,0.8473,0.8335
20,0.8488,0.8285
21,0.8479,0.8395
22,0.8525,0.8415
23,0.8517,0.829
24,0.8557,0.8405
25,0.8539,0.842
26,0.8618,0.847
27,0.8625,0.845
28,0.8611,0.8425
29,0.8703,0.842
30,0.8694,0.8435
31,0.8715,0.8385
32,0.8754,0.848
33,0.8741,0.843
34,0.8751,0.847
35,0.8761,0.847
36,0.8759,0.8425
37,0.8773,0.853
38,0.8821,0.8515
39,0.8804,0.8545
40,0.8861,0.847
41,0.8871,0.8455
42,0.8892,0.851
43,0.8822,0.8555
44,0.8872,0.86
45,0.8895,0.85
46,0.8923,0.856
47,0.8955,0.8465
48,0.8987,0.851
49,0.895,0.8615
50,0.9025,0.854
51,0.8974,0.84
52,0.8981,0.851
53,0.9024,0.858
54,0.903,0.8485
55,0.9046,0.846
56,0.9033,0.8565
57,0.9089,0.854
58,0.9063,0.8555
59,0.9087,0.846
60,0.9104,0.8535
61,0.9086,0.8575
62,0.9113,0.8565
63,0.9128,0.8535
64,0.9095,0.8445
65,0.9151,0.854
66,0.9171,0.856
67,0.9179,0.854
68,0.9179,0.857
69,0.917,0.853
70,0.918,0.858
71,0.9172,0.861
72,0.921,0.8585
73,0.9232,0.8565
74,0.9249,0.856
75,0.9271,0.855
76,0.9224,0.861
77,0.9237,0.8585
78,0.9293,0.856
79,0.9264,0.8475
80,0.9272,0.8585
81,0.9305,0.852
82,0.9297,0.8545
83,0.9331,0.8565
84,0.9328,0.8505
85,0.9306,0.855
86,0.9389,0.862
87,0.9347,0.857
88,0.9324,0.8545
89,0.9312,0.85
90,0.9341,0.852
91,0.9337,0.849
92,0.9319,0.864
93,0.9379,0.8605
94,0.9384,0.859
95,0.9391,0.8615
96,0.9435,0.861
97,0.941,0.8565
98,0.944,0.8595
99,0.9398,0.8615
100,0.9439,0.853
101,0.9419,0.8585
102,0.9437,0.8545
103,0.9433,0.8565
104,0.9461,0.8575
105,0.9477,0.8575
106,0.9473,0.8605
107,0.946,0.8545
108,0.9468,0.855
109,0.9494,0.8575
110,0.9478,0.8625
111,0.9448,0.8515
112,0.9471,0.8555
113,0.9508,0.8545
114,0.9508,0.8595
115,0.9455,0.856
116,0.9487,0.8595
117,0.9506,0.852
118,0.9514,0.8555
119,0.9555,0.8645
120,0.9524,0.854
121,0.9534,0.861
122,0.9538,0.86
123,0.9534,0.8565
124,0.9569,0.8485
125,0.9542,0.8615
126,0.9499,0.864
127,0.9542,0.863
128,0.9554,0.8595
129,0.9561,0.8615
130,0.9543,0.8515
131,0.955,0.8605
132,0.9594,0.865
133,0.9563,0.865
134,0.9579,0.8655
135,0.9557,0.8435
136,0.9613,0.867
137,0.9588,0.8615
138,0.9592,0.857
139,0.9603,0.8545
140,0.96,0.8595
141,0.9609,0.857
142,0.9541,0.867
143,0.9636,0.864
144,0.9652,0.859
145,0.9602,0.8635
146,0.9627,0.8585
147,0.9645,0.8645
148,0.9646,0.852
149,0.9661,0.8645
150,0.9621,0.858
151,0.9607,0.862
152,0.9652,0.8605
153,0.964,0.8635
154,0.9589,0.8635
155,0.9666,0.8515
156,0.9653,0.8635
157,0.9637,0.8555
158,0.965,0.86
159,0.965,0.86
160,0.9657,0.8575
161,0.9532,0.861
162,0.9583,0.8565
163,0.963,0.859
164,0.9559,0.844
165,0.9625,0.8475
166,0.9646,0.765
167,0.8007,0.656
168,0.8256,0.8295
169,0.8645,0.8385
170,0.8639,0.839
171,0.8619,0.8485
172,0.864,0.848
173,0.8717,0.835
174,0.8767,0.8445
175,0.8763,0.8585
176,0.8787,0.8525
177,0.8817,0.8585
178,0.881,0.858
179,0.8887,0.8515
180,0.8838,0.86
181,0.8885,0.863
182,0.8851,0.8645
183,0.8879,0.854
184,0.8931,0.8605
185,0.8892,0.844
186,0.8914,0.859
187,0.8931,0.8605
188,0.894,0.866
189,0.8933,0.868
190,0.8958,0.8615
191,0.8909,0.865
192,0.8946,0.8435
193,0.9006,0.872
194,0.8973,0.864
195,0.9,0.8635
196,0.9008,0.8625
197,0.9003,0.865
198,0.9008,0.8695
199,0.9038,0.87
200,0.9022,0.8605
