""
epoch,train_acc,test_acc
1,0.6876,0.757
2,0.7803,0.826
3,0.7983,0.813
4,0.8131,0.8165
5,0.8344,0.8585
6,0.8307,0.843
7,0.8456,0.8425
8,0.8519,0.862
9,0.8461,0.866
10,0.8503,0.869
11,0.8536,0.872
12,0.8574,0.8675
13,0.8626,0.8705
14,0.8595,0.877
15,0.8718,0.8535
16,0.8624,0.851
17,0.8731,0.8785
18,0.8765,0.8735
19,0.8661,0.877
20,0.8777,0.8785
21,0.8849,0.876
22,0.8825,0.8805
23,0.8878,0.866
24,0.8856,0.887
25,0.8896,0.8795
26,0.8941,0.888
27,0.8916,0.843
28,0.8946,0.8865
29,0.8983,0.8865
30,0.8945,0.8795
31,0.8943,0.886
32,0.8973,0.887
33,0.889,0.8865
34,0.9032,0.8805
35,0.903,0.87
36,0.9076,0.8605
37,0.9086,0.8835
38,0.908,0.8335
39,0.9039,0.88
40,0.9179,0.8965
41,0.9078,0.89
42,0.9045,0.8935
43,0.9181,0.8925
44,0.9162,0.8925
45,0.9145,0.8745
46,0.9224,0.8985
47,0.9198,0.874
48,0.9189,0.885
49,0.9277,0.878
50,0.9258,0.8885
51,0.9255,0.8645
52,0.9237,0.8725
53,0.9163,0.894
54,0.9307,0.8955
55,0.9278,0.875
56,0.9312,0.8785
57,0.9354,0.88
58,0.929,0.8895
59,0.9386,0.823
60,0.9161,0.8915
61,0.9337,0.896
62,0.9328,0.894
63,0.9346,0.8955
64,0.9419,0.8695
65,0.9349,0.893
66,0.9472,0.8955
67,0.9404,0.8695
68,0.9384,0.8875
69,0.9485,0.904
70,0.9502,0.8975
71,0.943,0.888
72,0.9271,0.9005
73,0.9399,0.893
74,0.9498,0.89
75,0.9417,0.8935
76,0.9354,0.8805
77,0.9436,0.894
78,0.9401,0.8935
79,0.9461,0.894
80,0.9493,0.885
81,0.9533,0.891
82,0.9584,0.8875
83,0.9554,0.885
84,0.9497,0.896
85,0.952,0.895
86,0.95,0.896
87,0.9319,0.888
88,0.9496,0.8865
89,0.9568,0.883
90,0.9467,0.8865
91,0.9498,0.893
92,0.957,0.8805
93,0.9588,0.8895
94,0.9593,0.886
95,0.9621,0.8875
96,0.9634,0.891
97,0.9608,0.888
98,0.9625,0.892
99,0.9365,0.8795
100,0.9542,0.8755
101,0.9647,0.885
102,0.944,0.8565
103,0.9402,0.887
104,0.9553,0.8455
105,0.9511,0.87
106,0.9357,0.886
107,0.9515,0.8875
108,0.9587,0.882
109,0.962,0.883
110,0.961,0.878
111,0.9627,0.88
112,0.9452,0.89
113,0.9507,0.8835
114,0.9548,0.8825
115,0.9621,0.8805
116,0.9486,0.8865
117,0.965,0.8775
118,0.967,0.8775
119,0.9598,0.8795
120,0.9447,0.879
121,0.9518,0.879
122,0.958,0.8905
123,0.9668,0.88
124,0.9624,0.856
125,0.9656,0.882
126,0.9718,0.852
127,0.9576,0.874
128,0.9564,0.881
129,0.9638,0.8805
130,0.9697,0.8815
131,0.9444,0.8715
132,0.9654,0.8855
133,0.9681,0.884
134,0.9702,0.8715
135,0.9727,0.878
136,0.9725,0.8885
137,0.9458,0.883
138,0.9756,0.886
139,0.9762,0.8825
140,0.9763,0.8805
141,0.9738,0.8845
142,0.98,0.8865
143,0.9798,0.878
144,0.98,0.883
145,0.9745,0.8845
146,0.9608,0.8805
147,0.9789,0.8835
148,0.9793,0.8805
149,0.9806,0.8835
150,0.979,0.8785
151,0.962,0.8825
152,0.9795,0.884
153,0.9704,0.8795
154,0.9724,0.8735
155,0.9792,0.886
156,0.9868,0.885
157,0.9799,0.8835
158,0.9791,0.8715
159,0.9807,0.8785
160,0.9844,0.8835
161,0.9679,0.88
162,0.9438,0.8855
163,0.9855,0.883
164,0.9882,0.8755
165,0.9861,0.881
166,0.9857,0.885
167,0.987,0.877
168,0.9845,0.875
169,0.9856,0.8855
170,0.9867,0.881
171,0.989,0.884
172,0.9889,0.876
173,0.879,0.863
174,0.946,0.8725
175,0.9585,0.8795
176,0.9647,0.8645
177,0.949,0.8765
178,0.96,0.881
179,0.9499,0.884
180,0.9719,0.877
181,0.9686,0.8785
182,0.9637,0.878
183,0.9727,0.883
184,0.9742,0.874
185,0.9757,0.874
186,0.9659,0.8755
187,0.9562,0.884
188,0.9672,0.6635
189,0.9113,0.869
190,0.9474,0.8775
191,0.9413,0.8805
192,0.9417,0.877
193,0.9493,0.871
194,0.9451,0.879
195,0.9603,0.8795
196,0.9645,0.883
197,0.9646,0.8665
198,0.9671,0.8725
199,0.9667,0.8785
200,0.9669,0.8805
