epoch,train acc,test acc,train loss,test loss
50.0,0.839,0.77,0.16099995374679565,0.23000001907348633
100.0,0.872,0.7825,0.12799996137619019,0.21750003099441528
150.0,0.882,0.77875,0.11799997091293335,0.2212499976158142
200.0,0.902,0.781875,0.0979999303817749,0.21812504529953003
250.0,0.906,0.8025,0.09399998188018799,0.19749999046325684
300.0,0.901,0.79625,0.0989999771118164,0.20375001430511475
350.0,0.911,0.79,0.0889999270439148,0.21000003814697266
400.0,0.917,0.808125,0.08299994468688965,0.19187504053115845
450.0,0.92,0.808125,0.07999998331069946,0.19187504053115845
500.0,0.925,0.809375,0.07499992847442627,0.19062501192092896
550.0,0.921,0.814375,0.07899993658065796,0.18562501668930054
600.0,0.922,0.816875,0.07799994945526123,0.18312501907348633
650.0,0.929,0.813125,0.07099997997283936,0.18687504529953003
700.0,0.931,0.820625,0.06899994611740112,0.17937499284744263
750.0,0.928,0.82,0.07199996709823608,0.18000000715255737
800.0,0.926,0.823125,0.07399994134902954,0.17687499523162842
850.0,0.927,0.824375,0.07299995422363281,0.1756250262260437
900.0,0.921,0.824375,0.07899993658065796,0.1756250262260437
950.0,0.921,0.819375,0.07899993658065796,0.18062502145767212
1000.0,0.924,0.816875,0.07599997520446777,0.18312501907348633
