""
epoch,train_acc,test_acc
1,0.511,0.541875
2,0.556,0.595
3,0.601,0.586875
4,0.606,0.62
5,0.662,0.6325
6,0.664,0.636875
7,0.659,0.640625
8,0.697,0.64625
9,0.713,0.654375
10,0.682,0.60875
11,0.697,0.6375
12,0.706,0.65
13,0.748,0.656875
14,0.703,0.64
15,0.641,0.63
16,0.721,0.65875
17,0.732,0.6525
18,0.729,0.6825
19,0.765,0.6525
20,0.724,0.660625
21,0.719,0.649375
22,0.722,0.639375
23,0.687,0.65125
24,0.754,0.654375
25,0.754,0.65
26,0.721,0.59125
27,0.752,0.66375
28,0.674,0.66375
29,0.738,0.660625
30,0.736,0.583125
31,0.723,0.67625
32,0.731,0.65125
33,0.747,0.658125
34,0.754,0.635
35,0.757,0.654375
36,0.795,0.6475
37,0.765,0.596875
38,0.717,0.634375
39,0.778,0.669375
40,0.79,0.66875
41,0.766,0.535625
42,0.729,0.54375
43,0.7,0.664375
44,0.794,0.655625
45,0.769,0.53875
46,0.672,0.648125
47,0.77,0.660625
48,0.68,0.58875
49,0.715,0.656875
50,0.756,0.655
51,0.731,0.620625
52,0.672,0.64875
53,0.79,0.616875
54,0.702,0.59375
55,0.778,0.644375
56,0.791,0.56625
57,0.738,0.654375
58,0.737,0.675
59,0.821,0.620625
60,0.687,0.55125
61,0.74,0.615625
62,0.725,0.611875
63,0.774,0.669375
64,0.755,0.625
65,0.742,0.62125
66,0.762,0.6275
67,0.791,0.655625
68,0.807,0.646875
69,0.792,0.578125
70,0.755,0.64125
71,0.796,0.621875
72,0.849,0.619375
73,0.765,0.659375
74,0.764,0.6275
75,0.754,0.651875
76,0.837,0.66375
77,0.784,0.6225
78,0.805,0.65875
79,0.767,0.62375
80,0.837,0.6775
81,0.845,0.659375
82,0.837,0.605
83,0.745,0.63125
84,0.8,0.665
85,0.872,0.656875
86,0.815,0.62625
87,0.823,0.643125
88,0.847,0.61
89,0.774,0.65125
90,0.777,0.601875
91,0.786,0.66625
92,0.876,0.639375
93,0.821,0.655625
94,0.835,0.63125
95,0.781,0.605
96,0.832,0.66125
97,0.872,0.63625
98,0.822,0.621875
99,0.796,0.625625
100,0.786,0.674375
101,0.872,0.615625
102,0.79,0.631875
103,0.768,0.569375
104,0.824,0.60625
105,0.726,0.648125
106,0.783,0.605
107,0.686,0.605
108,0.788,0.570625
109,0.749,0.619375
110,0.728,0.6425
111,0.771,0.603125
112,0.711,0.625
113,0.781,0.62
114,0.793,0.649375
115,0.727,0.62625
116,0.726,0.673125
117,0.818,0.650625
118,0.697,0.66875
119,0.823,0.664375
120,0.852,0.670625
121,0.719,0.63
122,0.756,0.660625
123,0.761,0.530625
124,0.765,0.6425
125,0.823,0.548125
126,0.778,0.645625
127,0.769,0.571875
128,0.734,0.6375
129,0.791,0.60875
130,0.767,0.59875
131,0.736,0.645
132,0.677,0.653125
133,0.806,0.65875
134,0.826,0.66875
135,0.801,0.624375
136,0.78,0.650625
137,0.858,0.649375
138,0.761,0.668125
139,0.797,0.654375
140,0.8,0.63875
141,0.835,0.654375
142,0.745,0.574375
143,0.788,0.60125
144,0.759,0.609375
145,0.767,0.65
146,0.833,0.651875
147,0.871,0.658125
148,0.838,0.63125
149,0.834,0.648125
150,0.793,0.63625
151,0.811,0.63625
152,0.812,0.608125
153,0.799,0.55625
154,0.785,0.58875
155,0.848,0.619375
156,0.782,0.66125
157,0.867,0.594375
158,0.753,0.638125
159,0.856,0.639375
160,0.774,0.65
161,0.841,0.64
162,0.769,0.664375
163,0.864,0.596875
164,0.798,0.624375
165,0.815,0.6225
166,0.785,0.64875
167,0.794,0.65375
168,0.848,0.61375
169,0.777,0.63125
170,0.864,0.651875
171,0.772,0.67125
172,0.815,0.6625
173,0.818,0.67375
174,0.874,0.6125
175,0.722,0.655
176,0.862,0.6125
177,0.845,0.651875
178,0.75,0.649375
179,0.878,0.6325
180,0.745,0.61
181,0.794,0.655
182,0.862,0.64625
183,0.775,0.625
184,0.772,0.63
185,0.806,0.659375
186,0.831,0.603125
187,0.794,0.65625
188,0.865,0.650625
189,0.886,0.65875
190,0.873,0.61625
191,0.852,0.615625
192,0.742,0.6125
193,0.771,0.595625
194,0.739,0.633125
195,0.826,0.639375
196,0.85,0.6525
197,0.754,0.615
198,0.813,0.603125
199,0.74,0.665
200,0.799,0.653125
