""
epoch,train_acc,test_acc
1,0.504,0.5
2,0.499,0.523125
3,0.54,0.58375
4,0.596,0.5575
5,0.589,0.6075
6,0.595,0.6075
7,0.614,0.600625
8,0.613,0.5975
9,0.655,0.61625
10,0.669,0.60125
11,0.656,0.53125
12,0.601,0.5975
13,0.675,0.62125
14,0.681,0.606875
15,0.695,0.611875
16,0.6,0.50125
17,0.6,0.570625
18,0.691,0.586875
19,0.698,0.624375
20,0.703,0.625625
21,0.657,0.499375
22,0.646,0.606875
23,0.734,0.620625
24,0.729,0.61875
25,0.723,0.565625
26,0.61,0.62125
27,0.731,0.629375
28,0.718,0.61375
29,0.733,0.631875
30,0.745,0.53375
31,0.624,0.6175
32,0.729,0.6025
33,0.751,0.628125
34,0.682,0.54
35,0.738,0.62125
36,0.775,0.60125
37,0.687,0.595
38,0.751,0.58875
39,0.761,0.6275
40,0.728,0.615
41,0.783,0.635625
42,0.737,0.584375
43,0.74,0.64875
44,0.796,0.575
45,0.749,0.624375
46,0.782,0.635625
47,0.747,0.651875
48,0.793,0.525
49,0.767,0.646875
50,0.781,0.528125
51,0.791,0.64625
52,0.79,0.545
53,0.781,0.61875
54,0.83,0.625625
55,0.754,0.646875
56,0.848,0.6475
57,0.769,0.654375
58,0.843,0.649375
59,0.796,0.60875
60,0.763,0.644375
61,0.861,0.613125
62,0.599,0.505
63,0.519,0.499375
64,0.504,0.499375
65,0.503,0.499375
66,0.505,0.5
67,0.511,0.500625
68,0.515,0.50375
69,0.524,0.519375
70,0.594,0.583125
71,0.665,0.586875
72,0.683,0.585625
73,0.703,0.588125
74,0.727,0.595
75,0.729,0.6075
76,0.737,0.5875
77,0.739,0.595625
78,0.754,0.59125
79,0.641,0.499375
80,0.501,0.499375
81,0.5,0.499375
82,0.5,0.499375
83,0.5,0.499375
84,0.5,0.499375
85,0.5,0.499375
86,0.5,0.499375
87,0.5,0.499375
88,0.5,0.499375
89,0.5,0.499375
90,0.5,0.499375
91,0.5,0.499375
92,0.5,0.499375
93,0.5,0.499375
94,0.5,0.499375
95,0.5,0.499375
96,0.5,0.499375
97,0.5,0.499375
98,0.5,0.499375
99,0.5,0.499375
100,0.5,0.499375
101,0.5,0.499375
102,0.5,0.499375
103,0.5,0.499375
104,0.5,0.499375
105,0.5,0.499375
106,0.5,0.499375
107,0.5,0.499375
108,0.5,0.499375
109,0.5,0.499375
110,0.5,0.499375
111,0.5,0.499375
112,0.5,0.499375
113,0.5,0.499375
114,0.5,0.499375
115,0.5,0.499375
116,0.5,0.499375
117,0.5,0.499375
118,0.5,0.499375
119,0.5,0.499375
120,0.484,0.499375
121,0.49,0.5
122,0.5,0.5
123,0.47,0.5
124,0.49,0.499375
125,0.5,0.499375
126,0.5,0.499375
127,0.5,0.499375
128,0.5,0.499375
129,0.5,0.499375
130,0.498,0.5
131,0.492,0.499375
132,0.5,0.499375
133,0.49,0.5
134,0.5,0.5
135,0.5,0.5
136,0.484,0.499375
137,0.49,0.5
138,0.5,0.5
139,0.48,0.499375
140,0.472,0.5
141,0.5,0.5
142,0.5,0.5
143,0.5,0.5
144,0.5,0.5
145,0.5,0.5
146,0.5,0.5
147,0.5,0.5
148,0.5,0.5
149,0.496,0.499375
150,0.5,0.499375
151,0.5,0.499375
152,0.494,0.499375
153,0.48,0.499375
154,0.484,0.5
155,0.476,0.5
156,0.5,0.5
157,0.494,0.499375
158,0.5,0.499375
159,0.48,0.499375
160,0.5,0.499375
161,0.5,0.499375
162,0.5,0.499375
163,0.5,0.499375
164,0.5,0.499375
165,0.5,0.499375
166,0.488,0.5
167,0.5,0.5
168,0.5,0.5
169,0.476,0.499375
170,0.478,0.499375
171,0.482,0.5
172,0.5,0.5
173,0.5,0.5
174,0.472,0.499375
175,0.5,0.499375
176,0.5,0.499375
177,0.49,0.499375
178,0.5,0.499375
179,0.468,0.499375
180,0.5,0.499375
181,0.5,0.499375
182,0.5,0.499375
183,0.488,0.5
184,0.5,0.5
185,0.5,0.5
186,0.5,0.5
187,0.5,0.5
188,0.5,0.5
189,0.478,0.499375
190,0.488,0.499375
191,0.5,0.499375
192,0.5,0.499375
193,0.468,0.5
194,0.494,0.499375
195,0.484,0.499375
196,0.5,0.499375
197,0.5,0.499375
198,0.5,0.499375
199,0.5,0.499375
200,0.5,0.499375
