""
epoch,train_acc,test_acc
1,0.611,0.553125
2,0.623,0.806875
3,0.671,0.825
4,0.839,0.826875
5,0.848,0.8275
6,0.861,0.830625
7,0.865,0.84125
8,0.879,0.84375
9,0.879,0.848125
10,0.883,0.83875
11,0.886,0.844375
12,0.889,0.858125
13,0.888,0.855625
14,0.899,0.85875
15,0.894,0.8575
16,0.898,0.86375
17,0.92,0.850625
18,0.926,0.851875
19,0.923,0.870625
20,0.932,0.865
21,0.937,0.863125
22,0.944,0.8625
23,0.916,0.873125
24,0.946,0.8675
25,0.957,0.854375
26,0.945,0.871875
27,0.946,0.81
28,0.768,0.576875
29,0.73,0.864375
30,0.924,0.855625
31,0.937,0.86
32,0.941,0.86375
33,0.949,0.868125
34,0.962,0.868125
35,0.955,0.878125
36,0.972,0.871875
37,0.964,0.87
38,0.978,0.873125
39,0.974,0.87875
40,0.975,0.8725
41,0.975,0.87625
42,0.972,0.878125
43,0.979,0.8775
44,0.985,0.874375
45,0.982,0.878125
46,0.983,0.875625
47,0.983,0.87875
48,0.986,0.871875
49,0.987,0.870625
50,0.988,0.874375
51,0.987,0.870625
52,0.992,0.869375
53,0.987,0.881875
54,0.992,0.865625
55,0.989,0.864375
56,0.988,0.875625
57,0.991,0.88
58,0.994,0.876875
59,0.995,0.87875
60,0.994,0.87375
61,0.993,0.8775
62,0.994,0.868125
63,0.995,0.874375
64,0.995,0.87375
65,0.997,0.87625
66,0.996,0.875
67,0.996,0.873125
68,0.997,0.871875
69,0.997,0.8775
70,0.997,0.871875
71,0.997,0.865625
72,0.997,0.869375
73,0.997,0.871875
74,0.997,0.87875
75,0.997,0.87375
76,0.997,0.870625
77,0.997,0.869375
78,0.997,0.87375
79,0.997,0.874375
80,0.997,0.876875
81,0.997,0.87
82,0.997,0.875625
83,0.997,0.874375
84,0.997,0.866875
85,0.997,0.8675
86,0.997,0.88
87,0.997,0.875
88,0.998,0.8725
89,0.998,0.880625
90,0.998,0.86375
91,0.998,0.875625
92,0.998,0.871875
93,0.998,0.870625
94,0.998,0.871875
95,0.998,0.875
96,0.998,0.87125
97,0.998,0.87375
98,0.998,0.87
99,0.998,0.874375
100,0.998,0.865625
101,0.998,0.86625
102,0.998,0.871875
103,0.998,0.873125
104,0.998,0.8725
105,0.998,0.8675
106,0.998,0.878125
107,0.998,0.868125
108,0.998,0.873125
109,0.998,0.8725
110,0.998,0.87
111,0.998,0.878125
112,0.998,0.87375
113,0.998,0.87125
114,0.998,0.8725
115,0.998,0.86875
116,0.998,0.871875
117,0.998,0.868125
118,0.998,0.88
119,0.998,0.87375
120,0.998,0.8725
121,0.998,0.871875
122,0.998,0.869375
123,0.998,0.868125
124,0.998,0.87
125,0.998,0.870625
126,0.998,0.875
127,0.998,0.87
128,0.998,0.8725
129,0.998,0.87
130,0.998,0.87375
131,0.998,0.869375
132,0.998,0.87125
133,0.998,0.87125
134,0.998,0.870625
135,0.998,0.87
136,0.998,0.875
137,0.998,0.8675
138,0.998,0.86875
139,0.998,0.879375
140,0.998,0.869375
141,0.998,0.87
142,0.998,0.87375
143,0.998,0.878125
144,0.998,0.87
145,0.998,0.871875
146,0.998,0.874375
147,0.998,0.870625
148,0.998,0.871875
149,0.998,0.8675
150,0.998,0.86875
151,0.998,0.87
152,0.998,0.869375
153,0.998,0.869375
154,0.998,0.871875
155,0.998,0.869375
156,0.998,0.86875
157,0.998,0.8675
158,0.998,0.868125
159,0.998,0.868125
160,0.998,0.87375
161,0.998,0.869375
162,0.998,0.86875
163,0.998,0.879375
164,0.998,0.869375
165,0.998,0.86875
166,0.998,0.869375
167,0.998,0.869375
168,0.998,0.870625
169,0.998,0.873125
170,0.998,0.868125
171,0.998,0.8725
172,0.998,0.868125
173,0.998,0.86875
174,0.998,0.88
175,0.998,0.873125
176,0.998,0.873125
177,0.998,0.869375
178,0.998,0.878125
179,0.998,0.875
180,0.998,0.87
181,0.998,0.869375
182,0.998,0.871875
183,0.998,0.86875
184,0.998,0.868125
185,0.998,0.875
186,0.998,0.8675
187,0.998,0.873125
188,0.998,0.868125
189,0.998,0.87625
190,0.998,0.87
191,0.998,0.875
192,0.998,0.869375
193,0.998,0.87
194,0.998,0.86875
195,0.998,0.866875
196,0.998,0.87625
197,0.998,0.871875
198,0.998,0.869375
199,0.998,0.871875
200,0.998,0.87
