""
epoch,train_acc,test_acc
1,0.68,0.69375
2,0.818,0.84375
3,0.853,0.88
4,0.865,0.87875
5,0.877,0.883125
6,0.877,0.875625
7,0.882,0.886875
8,0.879,0.889375
9,0.896,0.8925
10,0.892,0.894375
11,0.907,0.89375
12,0.9,0.8975
13,0.91,0.895625
14,0.914,0.899375
15,0.919,0.89375
16,0.919,0.896875
17,0.921,0.900625
18,0.909,0.886875
19,0.928,0.899375
20,0.924,0.904375
21,0.929,0.900625
22,0.937,0.896875
23,0.94,0.898125
24,0.929,0.884375
25,0.934,0.903125
26,0.915,0.895
27,0.925,0.8925
28,0.946,0.9025
29,0.945,0.906875
30,0.945,0.908125
31,0.94,0.88875
32,0.947,0.905
33,0.941,0.90875
34,0.955,0.900625
35,0.958,0.900625
36,0.955,0.90625
37,0.955,0.90375
38,0.965,0.90625
39,0.961,0.8675
40,0.954,0.899375
41,0.95,0.90875
42,0.963,0.90625
43,0.971,0.905
44,0.957,0.904375
45,0.969,0.894375
46,0.97,0.906875
47,0.971,0.894375
48,0.973,0.905625
49,0.973,0.909375
50,0.973,0.913125
51,0.971,0.89125
52,0.971,0.905625
53,0.975,0.91
54,0.976,0.909375
55,0.975,0.89625
56,0.975,0.904375
57,0.976,0.89625
58,0.975,0.9025
59,0.975,0.910625
60,0.976,0.9
61,0.976,0.9
62,0.976,0.896875
63,0.975,0.900625
64,0.976,0.908125
65,0.977,0.906875
66,0.976,0.896875
67,0.977,0.896875
68,0.976,0.906875
69,0.975,0.89625
70,0.976,0.906875
71,0.976,0.901875
72,0.977,0.904375
73,0.977,0.90125
74,0.977,0.904375
75,0.977,0.9
76,0.977,0.908125
77,0.977,0.904375
78,0.977,0.900625
79,0.977,0.89875
80,0.977,0.901875
81,0.977,0.9
82,0.976,0.905
83,0.977,0.893125
84,0.977,0.896875
85,0.977,0.896875
86,0.976,0.901875
87,0.976,0.900625
88,0.976,0.901875
89,0.976,0.9025
90,0.976,0.90125
91,0.976,0.899375
92,0.976,0.89375
93,0.976,0.9
94,0.976,0.898125
95,0.976,0.89625
96,0.976,0.898125
97,0.976,0.895625
98,0.976,0.898125
99,0.976,0.898125
100,0.976,0.903125
101,0.976,0.899375
102,0.976,0.9025
103,0.976,0.9
104,0.976,0.90125
105,0.976,0.9025
106,0.976,0.8975
107,0.976,0.903125
108,0.976,0.899375
109,0.976,0.898125
110,0.976,0.895
111,0.976,0.9
112,0.976,0.905625
113,0.976,0.899375
114,0.976,0.900625
115,0.976,0.90125
116,0.976,0.9
117,0.976,0.901875
118,0.976,0.896875
119,0.976,0.89875
120,0.976,0.90125
121,0.976,0.900625
122,0.976,0.900625
123,0.976,0.89625
124,0.976,0.901875
125,0.976,0.90125
126,0.976,0.901875
127,0.976,0.90375
128,0.976,0.8975
129,0.976,0.904375
130,0.976,0.89875
131,0.976,0.9
132,0.976,0.9
133,0.976,0.90125
134,0.976,0.900625
135,0.976,0.9
136,0.976,0.903125
137,0.976,0.90125
138,0.976,0.899375
139,0.976,0.903125
140,0.976,0.90375
141,0.976,0.9025
142,0.976,0.899375
143,0.976,0.89875
144,0.976,0.90125
145,0.976,0.90125
146,0.976,0.8975
147,0.976,0.901875
148,0.976,0.898125
149,0.976,0.903125
150,0.976,0.89875
151,0.976,0.901875
152,0.976,0.900625
153,0.976,0.903125
154,0.976,0.899375
155,0.976,0.9
156,0.976,0.901875
157,0.976,0.90125
158,0.976,0.901875
159,0.976,0.900625
160,0.976,0.9
161,0.976,0.9025
162,0.976,0.898125
163,0.976,0.901875
164,0.976,0.901875
165,0.976,0.90125
166,0.976,0.901875
167,0.976,0.9
168,0.976,0.89875
169,0.976,0.89875
170,0.976,0.9
171,0.976,0.90125
172,0.976,0.900625
173,0.976,0.900625
174,0.976,0.896875
175,0.976,0.901875
176,0.976,0.903125
177,0.976,0.901875
178,0.976,0.90125
179,0.976,0.90125
180,0.976,0.900625
181,0.976,0.9025
182,0.976,0.898125
183,0.976,0.89875
184,0.976,0.9
185,0.976,0.89875
186,0.976,0.89875
187,0.976,0.898125
188,0.976,0.898125
189,0.976,0.900625
190,0.976,0.901875
191,0.976,0.900625
192,0.976,0.90125
193,0.976,0.900625
194,0.976,0.9
195,0.976,0.900625
196,0.976,0.9
197,0.976,0.89875
198,0.976,0.898125
199,0.976,0.8975
200,0.976,0.901875
