""
epoch,train_acc,test_acc
1,0.516,0.555
2,0.517,0.53125
3,0.575,0.551875
4,0.583,0.5575
5,0.598,0.561875
6,0.612,0.615625
7,0.651,0.61875
8,0.64,0.62
9,0.644,0.591875
10,0.656,0.579375
11,0.686,0.61625
12,0.667,0.625
13,0.699,0.644375
14,0.699,0.624375
15,0.723,0.6375
16,0.697,0.629375
17,0.708,0.631875
18,0.74,0.643125
19,0.719,0.655625
20,0.744,0.6425
21,0.728,0.63875
22,0.68,0.64125
23,0.743,0.608125
24,0.745,0.636875
25,0.775,0.64
26,0.764,0.643125
27,0.761,0.6425
28,0.769,0.615
29,0.76,0.63375
30,0.787,0.641875
31,0.718,0.655
32,0.74,0.62625
33,0.751,0.635625
34,0.79,0.645
35,0.8,0.653125
36,0.784,0.61375
37,0.753,0.64875
38,0.74,0.614375
39,0.73,0.599375
40,0.707,0.618125
41,0.78,0.65125
42,0.793,0.631875
43,0.8,0.645
44,0.748,0.63375
45,0.767,0.579375
46,0.747,0.611875
47,0.771,0.620625
48,0.734,0.610625
49,0.766,0.6475
50,0.801,0.628125
51,0.789,0.619375
52,0.752,0.644375
53,0.842,0.653125
54,0.82,0.621875
55,0.825,0.663125
56,0.792,0.64125
57,0.84,0.638125
58,0.715,0.64625
59,0.709,0.62
60,0.736,0.614375
61,0.784,0.60125
62,0.711,0.621875
63,0.779,0.648125
64,0.776,0.5925
65,0.712,0.644375
66,0.777,0.614375
67,0.718,0.645
68,0.768,0.615
69,0.713,0.61875
70,0.734,0.640625
71,0.798,0.6325
72,0.799,0.586875
73,0.802,0.613125
74,0.757,0.645625
75,0.796,0.623125
76,0.805,0.646875
77,0.751,0.626875
78,0.799,0.649375
79,0.834,0.615625
80,0.717,0.653125
81,0.753,0.651875
82,0.836,0.6425
83,0.821,0.5925
84,0.81,0.635
85,0.801,0.634375
86,0.754,0.639375
87,0.777,0.60875
88,0.758,0.616875
89,0.795,0.651875
90,0.843,0.600625
91,0.819,0.635
92,0.77,0.650625
93,0.84,0.646875
94,0.86,0.621875
95,0.831,0.60625
96,0.803,0.574375
97,0.727,0.636875
98,0.827,0.645
99,0.807,0.64625
100,0.872,0.645
101,0.811,0.655
102,0.863,0.558125
103,0.79,0.61375
104,0.849,0.6525
105,0.791,0.63125
106,0.875,0.651875
107,0.844,0.555625
108,0.796,0.605
109,0.78,0.615
110,0.826,0.649375
111,0.782,0.60625
112,0.795,0.64625
113,0.838,0.65125
114,0.803,0.64
115,0.875,0.655
116,0.862,0.61875
117,0.758,0.61375
118,0.769,0.64125
119,0.833,0.625625
120,0.786,0.6325
121,0.771,0.6275
122,0.761,0.64
123,0.857,0.650625
124,0.814,0.5875
125,0.708,0.636875
126,0.838,0.64375
127,0.845,0.59875
128,0.796,0.629375
129,0.814,0.63375
130,0.759,0.636875
131,0.854,0.64875
132,0.871,0.65125
133,0.854,0.611875
134,0.848,0.625625
135,0.801,0.639375
136,0.796,0.631875
137,0.826,0.656875
138,0.824,0.62375
139,0.849,0.65625
140,0.867,0.625
141,0.827,0.61625
142,0.827,0.625625
143,0.804,0.63375
144,0.864,0.6575
145,0.885,0.60875
146,0.785,0.606875
147,0.837,0.636875
148,0.803,0.630625
149,0.858,0.621875
150,0.876,0.613125
151,0.753,0.656875
152,0.874,0.626875
153,0.817,0.654375
154,0.872,0.615625
155,0.838,0.62625
156,0.884,0.655
157,0.891,0.63
158,0.885,0.660625
159,0.894,0.60625
160,0.885,0.644375
161,0.871,0.6
162,0.781,0.65625
163,0.869,0.61375
164,0.809,0.6425
165,0.857,0.64875
166,0.832,0.61875
167,0.856,0.624375
168,0.894,0.643125
169,0.89,0.585625
170,0.824,0.6
171,0.81,0.628125
172,0.903,0.63
173,0.809,0.62375
174,0.829,0.661875
175,0.905,0.659375
176,0.903,0.604375
177,0.842,0.646875
178,0.911,0.655625
179,0.865,0.645625
180,0.837,0.64
181,0.874,0.650625
182,0.902,0.654375
183,0.905,0.631875
184,0.819,0.61375
185,0.885,0.651875
186,0.93,0.63875
187,0.94,0.6375
188,0.858,0.57
189,0.813,0.561875
190,0.874,0.634375
191,0.867,0.583125
192,0.84,0.631875
193,0.929,0.64125
194,0.921,0.633125
195,0.932,0.64625
196,0.941,0.65375
197,0.929,0.63375
198,0.82,0.6475
199,0.917,0.59125
200,0.822,0.56625
