""
epoch,train_acc,test_acc
1,0.553,0.793125
2,0.771,0.766875
3,0.762,0.828125
4,0.771,0.536875
5,0.663,0.801875
6,0.804,0.83125
7,0.814,0.841875
8,0.824,0.84
9,0.829,0.8425
10,0.833,0.8425
11,0.834,0.8425
12,0.839,0.84
13,0.852,0.85
14,0.85,0.851875
15,0.868,0.8375
16,0.864,0.778125
17,0.781,0.85875
18,0.875,0.84375
19,0.877,0.845
20,0.885,0.8475
21,0.883,0.856875
22,0.906,0.851875
23,0.901,0.843125
24,0.831,0.8275
25,0.885,0.85125
26,0.904,0.841875
27,0.891,0.839375
28,0.916,0.84625
29,0.925,0.85
30,0.91,0.854375
31,0.855,0.860625
32,0.91,0.86
33,0.921,0.856875
34,0.904,0.84
35,0.897,0.794375
36,0.873,0.845
37,0.937,0.8575
38,0.943,0.855
39,0.948,0.84375
40,0.948,0.85
41,0.952,0.84
42,0.953,0.8375
43,0.883,0.855
44,0.921,0.825
45,0.901,0.789375
46,0.739,0.830625
47,0.853,0.823125
48,0.844,0.840625
49,0.859,0.84375
50,0.865,0.829375
51,0.873,0.83
52,0.743,0.78625
53,0.846,0.859375
54,0.899,0.855
55,0.886,0.85375
56,0.9,0.838125
57,0.891,0.8625
58,0.915,0.85125
59,0.911,0.84125
60,0.88,0.839375
61,0.913,0.85625
62,0.932,0.864375
63,0.94,0.863125
64,0.937,0.851875
65,0.89,0.82625
66,0.938,0.8475
67,0.889,0.750625
68,0.859,0.85
69,0.935,0.843125
70,0.941,0.839375
71,0.877,0.8525
72,0.944,0.858125
73,0.957,0.8475
74,0.96,0.863125
75,0.964,0.8225
76,0.934,0.741875
77,0.653,0.60625
78,0.629,0.760625
79,0.858,0.85
80,0.883,0.850625
81,0.896,0.85375
82,0.909,0.85625
83,0.924,0.853125
84,0.935,0.83625
85,0.932,0.835625
86,0.942,0.849375
87,0.947,0.8425
88,0.943,0.853125
89,0.95,0.83875
90,0.949,0.845
91,0.964,0.8425
92,0.946,0.81625
93,0.93,0.738125
94,0.685,0.580625
95,0.531,0.510625
96,0.51,0.508125
97,0.508,0.509375
98,0.509,0.510625
99,0.514,0.515625
100,0.519,0.525
101,0.527,0.545625
102,0.717,0.843125
103,0.84,0.84375
104,0.853,0.838125
105,0.867,0.840625
106,0.875,0.8375
107,0.881,0.843125
108,0.896,0.84625
109,0.909,0.8425
110,0.918,0.8425
111,0.935,0.843125
112,0.937,0.84125
113,0.938,0.843125
114,0.941,0.84
115,0.952,0.84125
116,0.95,0.845625
117,0.958,0.82
118,0.957,0.83375
119,0.961,0.835
120,0.97,0.839375
121,0.973,0.814375
122,0.946,0.8425
123,0.974,0.840625
124,0.963,0.785625
125,0.773,0.778125
126,0.865,0.829375
127,0.892,0.845625
128,0.899,0.816875
129,0.902,0.836875
130,0.91,0.845625
131,0.912,0.838125
132,0.888,0.84625
133,0.858,0.785625
134,0.849,0.783125
135,0.885,0.738125
136,0.826,0.820625
137,0.925,0.844375
138,0.931,0.844375
139,0.83,0.83375
140,0.816,0.8275
141,0.934,0.84625
142,0.933,0.84625
143,0.918,0.79875
144,0.9,0.8425
145,0.917,0.82375
146,0.929,0.81125
147,0.931,0.850625
148,0.955,0.845
149,0.965,0.843125
150,0.966,0.843125
151,0.944,0.73
152,0.769,0.6625
153,0.638,0.6875
154,0.793,0.82625
155,0.913,0.846875
156,0.924,0.840625
157,0.927,0.835
158,0.936,0.835
159,0.947,0.83625
160,0.956,0.8425
161,0.956,0.839375
162,0.956,0.834375
163,0.956,0.84
164,0.963,0.840625
165,0.96,0.839375
166,0.973,0.83875
167,0.865,0.70625
168,0.771,0.7075
169,0.831,0.8275
170,0.912,0.846875
171,0.946,0.855625
172,0.962,0.84875
173,0.941,0.815
174,0.953,0.835625
175,0.968,0.838125
176,0.971,0.836875
177,0.934,0.78875
178,0.889,0.840625
179,0.975,0.8375
180,0.975,0.819375
181,0.966,0.830625
182,0.961,0.831875
183,0.978,0.840625
184,0.978,0.839375
185,0.982,0.83375
186,0.985,0.838125
187,0.986,0.835625
188,0.985,0.831875
189,0.979,0.83125
190,0.983,0.8125
191,0.727,0.5
192,0.5,0.5
193,0.5,0.5
194,0.5,0.5
195,0.5,0.5
196,0.5,0.5
197,0.5,0.5
198,0.5,0.5
199,0.5,0.5
200,0.5,0.5
