model,0,1,2,3,4,5,6,7
0,0.0037,0.0569,0.1250,0.0469,0.1750,0.1363,0.0525,0.0463
1,0.0987,0.0019,0.1294,0.0581,0.1987,0.1562,0.0763,0.0581
2,0.2275,0.1881,0.0031,0.1731,0.3438,0.2956,0.2025,0.1612
3,0.0831,0.0562,0.1206,0.0025,0.1825,0.1363,0.0556,0.0512
4,0.1425,0.1137,0.1775,0.0975,0.0094,0.1944,0.1125,0.0987
5,0.1819,0.1369,0.2125,0.1219,0.2800,0.0031,0.1419,0.1112
6,0.0737,0.0537,0.1019,0.0463,0.1681,0.1250,0.0019,0.0425
7,0.0769,0.0531,0.1194,0.0456,0.1756,0.1287,0.0463,0.0037
