model,0,1,2,3,4,5,6,7
0,0.0119,0.6650,0.7050,0.6944,0.6281,0.6744,0.6369,0.6081
1,0.6206,0.0106,0.6619,0.6944,0.6325,0.6525,0.6781,0.6775
2,0.7012,0.6488,0.0081,0.6856,0.5769,0.6569,0.5987,0.6194
3,0.6594,0.6825,0.7094,0.0062,0.6081,0.6125,0.6531,0.6662
4,0.6619,0.6675,0.6356,0.6887,0.0156,0.6912,0.6744,0.6800
5,0.6712,0.6575,0.6600,0.6844,0.7075,0.0100,0.6844,0.6600
6,0.6375,0.6787,0.6431,0.6619,0.6262,0.6581,0.0137,0.6469
7,0.5950,0.6587,0.6806,0.6569,0.6706,0.6644,0.6325,0.0144
