model,0,1,2,3,4,5,6,7
0,0.0306,0.8662,0.8606,0.8537,0.8150,0.8687,0.8544,0.8569
1,0.8700,0.0094,0.8587,0.8712,0.8681,0.8725,0.8606,0.8825
2,0.8712,0.8431,0.0088,0.8637,0.8531,0.8712,0.8719,0.8650
3,0.8394,0.8575,0.8450,0.0044,0.8487,0.8562,0.8644,0.8675
4,0.8506,0.8694,0.8719,0.8681,0.0312,0.8781,0.8344,0.8575
5,0.8625,0.8419,0.8950,0.8744,0.8400,0.0056,0.8819,0.8562
6,0.8406,0.8694,0.8762,0.8781,0.8206,0.8819,0.0019,0.8575
7,0.8656,0.8756,0.8675,0.8856,0.8381,0.8575,0.8712,0.0156
