model,0,1,2,3,4,5,6,7
0,0.2569,0.6731,0.7063,0.7337,0.7525,0.7575,0.7894,0.6287
1,0.7769,0.3050,0.6950,0.7531,0.7950,0.7294,0.7512,0.6356
2,0.7856,0.7069,0.1769,0.7669,0.7456,0.7750,0.7394,0.6806
3,0.8162,0.6687,0.7188,0.4387,0.7719,0.7756,0.7206,0.6756
4,0.7987,0.7337,0.6775,0.7756,0.3900,0.7412,0.7637,0.6181
5,0.7400,0.7100,0.7069,0.7481,0.8000,0.0325,0.7750,0.6569
6,0.8031,0.6981,0.6919,0.7150,0.7694,0.7881,0.2875,0.6569
7,0.7731,0.7119,0.6806,0.7056,0.7775,0.7412,0.7531,0.1106
