model,0,1,2,3,4,5,6,7
0,0.2562,0.5756,0.5775,0.5594,0.5775,0.5213,0.5562,0.5662
1,0.5475,0.0106,0.4812,0.4187,0.4869,0.3900,0.5069,0.4250
2,0.5263,0.4919,0.0562,0.4244,0.5006,0.3562,0.5281,0.4444
3,0.5294,0.5656,0.5575,0.2312,0.5450,0.4569,0.5281,0.4587
4,0.6019,0.4644,0.5506,0.5337,0.2912,0.5419,0.6012,0.5644
5,0.5000,0.5469,0.5569,0.5256,0.5263,0.3200,0.5194,0.4544
6,0.4744,0.5656,0.5725,0.5469,0.5506,0.5238,0.1812,0.5394
7,0.5069,0.5656,0.5775,0.5562,0.5556,0.4919,0.5400,0.3444
