model,0,1,2,3,4,5,6,7
0,0.0219,0.6175,0.6250,0.6394,0.6100,0.6531,0.6819,0.6369
1,0.6944,0.0231,0.6519,0.6494,0.6438,0.6931,0.6100,0.6956
2,0.6519,0.6781,0.0388,0.6769,0.6125,0.6538,0.6212,0.6631
3,0.6894,0.6463,0.6513,0.0250,0.5825,0.6694,0.6344,0.6750
4,0.6456,0.6144,0.6631,0.5894,0.0381,0.6175,0.5913,0.6200
5,0.6862,0.6731,0.6406,0.6431,0.6606,0.0344,0.6975,0.6619
6,0.6875,0.6719,0.6463,0.6369,0.6406,0.6525,0.0369,0.6744
7,0.6562,0.6488,0.6725,0.6181,0.6050,0.6744,0.6706,0.0319
