model,0,1,2,3,4,5,6,7
0,0.0000,0.5950,0.5644,0.5813,0.6075,0.6037,0.5994,0.5919
1,0.5975,0.0019,0.5719,0.6300,0.6387,0.5694,0.6137,0.6075
2,0.5550,0.5931,0.0000,0.6687,0.5987,0.5781,0.5462,0.5763
3,0.6100,0.6262,0.5550,0.0000,0.6281,0.5625,0.6731,0.5794
4,0.6031,0.6244,0.5813,0.6700,0.0000,0.5875,0.5612,0.6438
5,0.5962,0.6219,0.6212,0.6244,0.5850,0.0000,0.6037,0.6375
6,0.6219,0.5881,0.5231,0.5819,0.6644,0.6125,0.0000,0.6300
7,0.5844,0.5381,0.5894,0.6256,0.6000,0.6056,0.6125,0.0000
