model,0,1,2,3,4,5,6,7
0,0.1831,0.5056,0.4963,0.5625,0.5788,0.5225,0.5044,0.5337
1,0.3450,0.0050,0.1887,0.4912,0.4731,0.2562,0.2350,0.3631
2,0.2819,0.1956,0.0112,0.4925,0.4431,0.2037,0.2125,0.3331
3,0.5256,0.5056,0.4869,0.1806,0.5731,0.4719,0.5300,0.5012
4,0.5494,0.5325,0.5525,0.5625,0.2594,0.5519,0.5562,0.5481
5,0.4631,0.3881,0.4094,0.4812,0.5163,0.2406,0.4550,0.4537
6,0.3650,0.2937,0.2687,0.5094,0.5325,0.3644,0.0137,0.4612
7,0.5344,0.4762,0.5000,0.5231,0.5456,0.5019,0.5119,0.2806
